#Event,WhiteElo,BlackElo,Ply,Result
12804,2046,2047,25,1-0
12805,2377,2532,100,1-0
12806,2430,1987,63,1-0
12807,2039,2066,69,1-0
12808,1945,1663,57,1-0
12809,2401,2441,109,1-0
12810,2316,2310,81,1/2-1/2
12811,1946,2260,53,1-0
12812,2291,2189,69,1-0
12813,2403,2277,71,1-0
12814,2620,2499,109,1-0
12815,2382,2407,47,1-0
12816,2557,2705,46,1/2-1/2
12817,2294,2107,111,1-0
12818,2225,2464,58,0-1
12819,2672,2660,114,1/2-1/2
12820,2150,1491,71,1-0
12821,2282,2327,57,1/2-1/2
12822,2285,1957,39,1-0
12823,2269,2001,69,1-0
12824,2197,2353,125,1/2-1/2
12825,1611,1755,61,1/2-1/2
12826,2534,2298,67,1-0
12827,2222,2365,38,1/2-1/2
12828,2484,1882,77,1-0
12829,2232,2449,80,1/2-1/2
12830,2473,2185,71,1-0
12831,2483,2710,98,0-1
12832,2439,2327,115,1/2-1/2
12833,2561,2506,59,1-0
12834,2355,2426,110,1/2-1/2
12835,1979,2180,70,1/2-1/2
12836,2482,2147,83,1-0
12837,2293,2489,79,1/2-1/2
12838,2378,2246,53,1/2-1/2
12839,1924,2208,102,0-1
12840,1726,2007,43,1/2-1/2
12841,2530,2550,125,1-0
12842,2281,2235,92,0-1
12843,2548,2541,121,1-0
12844,2301,2157,61,1-0
12845,1931,2237,138,1/2-1/2
12846,2551,2328,96,1/2-1/2
12847,1740,2414,110,1/2-1/2
12848,2659,2743,57,1/2-1/2
12849,2155,2292,158,0-1
12850,1775,2104,72,0-1
12851,2621,2586,81,1-0
12852,2172,2090,53,1-0
12853,2249,2316,85,1-0
12854,2108,1835,49,1-0
12855,2312,2038,117,1-0
12856,1653,1942,101,1-0
12857,2487,2506,191,1/2-1/2
12858,2739,2561,97,1/2-1/2
12859,2311,2295,83,1/2-1/2
12860,2462,2444,97,1-0
12861,2199,1846,63,1/2-1/2
12862,2351,2348,57,1-0
12863,2462,2219,61,1-0
12864,2303,2315,67,1/2-1/2
12865,2421,2519,104,0-1
12866,2485,2564,56,1/2-1/2
12867,2356,2082,79,1-0
12868,1904,1747,85,1-0
12869,2168,2187,70,0-1
12870,2355,1992,67,1-0
12871,2000,1886,85,0-1
12872,2427,2016,1,1/2-1/2
12873,2408,2215,77,1-0
12874,2596,2532,111,1-0
12875,2259,2055,57,1-0
12876,1997,2087,120,0-1
12877,1846,2222,140,0-1
12878,1844,2050,86,0-1
12879,2296,2344,59,1-0
12880,2438,2291,98,1/2-1/2
12881,2210,1962,53,1-0
12882,2068,2166,108,0-1
12883,2584,2710,117,1/2-1/2
12884,2711,2393,123,1-0
12885,2628,2639,53,1-0
12886,2527,2632,61,1-0
12887,2100,2005,18,1/2-1/2
12888,1986,2299,82,0-1
12889,2158,2152,170,1/2-1/2
12890,2001,1950,52,0-1
12891,2068,1947,79,1-0
12892,1999,2001,73,0-1
12893,2418,2288,67,1-0
12894,2333,2138,149,1/2-1/2
12895,1865,1697,69,1-0
12896,2032,2036,90,1/2-1/2
12897,1922,2048,83,1-0
12898,2220,1930,88,1/2-1/2
12899,2318,2206,79,1/2-1/2
12900,1978,2164,67,1/2-1/2
12901,2624,2563,29,1/2-1/2
12902,2511,2421,53,1-0
12903,2036,1802,83,1-0
12904,2449,2314,51,1-0
12905,2227,2159,112,1/2-1/2
12906,2589,2711,137,0-1
12907,2436,2132,85,1/2-1/2
12908,2066,2100,54,0-1
12909,2188,2511,46,0-1
12910,2140,1913,36,1-0
12911,2595,2601,17,1/2-1/2
12912,1799,2021,76,0-1
12913,2742,2581,73,1-0
12914,1955,1634,80,1-0
12915,2450,2688,168,0-1
12916,2016,2156,124,0-1
12917,2260,2447,132,1/2-1/2
12918,2686,2556,90,0-1
12919,2143,2124,113,1-0
12920,2303,2390,164,0-1
12921,2355,2555,66,0-1
12922,1725,2212,80,0-1
12923,2061,2174,68,0-1
12924,2331,2112,65,1-0
12925,2570,2417,124,1/2-1/2
12926,2606,2439,137,1-0
12927,2482,2359,33,1/2-1/2
12928,2565,2518,79,1/2-1/2
12929,2577,2596,102,1/2-1/2
12930,2221,2392,47,1/2-1/2
12931,2220,1934,59,1-0
12932,2392,2495,82,1/2-1/2
12933,2404,2477,103,1/2-1/2
12934,2324,2108,105,1-0
12935,2758,2830,65,1/2-1/2
12936,2505,2333,61,1/2-1/2
12937,2009,1673,105,1-0
12938,1750,1969,84,1/2-1/2
12939,1999,2233,52,0-1
12940,2135,2434,102,0-1
12941,1389,1901,72,0-1
12942,2077,2074,77,1-0
12943,1747,1854,49,1-0
12944,2137,2002,77,1-0
12945,2186,2052,139,1-0
12946,2217,2293,79,1-0
12947,1805,1973,75,0-1
12948,2402,2408,92,0-1
12949,1626,1960,123,1/2-1/2
12950,2585,2470,120,1/2-1/2
12951,2074,1912,53,1-0
12952,2187,2343,58,0-1
12953,2239,2706,14,0-1
12954,1938,2120,126,1/2-1/2
12955,2683,2531,82,0-1
12956,2532,2115,55,1-0
12957,2259,1984,75,1-0
12958,2056,2055,94,0-1
12959,2148,2493,102,0-1
12960,2066,2208,41,1/2-1/2
12961,2005,2091,50,1/2-1/2
12962,2434,2358,111,1-0
12963,2134,2177,40,0-1
12964,2553,1916,115,1-0
12965,1822,2243,45,1/2-1/2
12966,2113,2509,76,0-1
12967,2332,2381,65,1/2-1/2
12968,2140,2144,98,1/2-1/2
12969,2263,2238,111,1-0
12970,2355,2558,80,1/2-1/2
12971,1578,1695,35,0-1
12972,2638,2245,69,1-0
12973,2113,2379,142,0-1
12974,1696,1466,35,1-0
12975,2600,2558,112,1/2-1/2
12976,2227,2136,23,1/2-1/2
12977,2572,2293,101,1-0
12978,1983,2146,64,0-1
12979,2671,2343,67,1-0
12980,2149,2060,74,0-1
12981,2423,2407,117,1-0
12982,2375,2243,80,1-0
12983,2301,2526,58,0-1
12984,1672,2329,56,0-1
12985,2477,2570,76,0-1
12986,2032,1886,37,1-0
12987,2295,2307,126,0-1
12988,2033,1873,89,1-0
12989,2464,2350,89,1-0
12990,2410,2540,37,1/2-1/2
12991,2501,2368,103,1/2-1/2
12992,2633,2474,37,1-0
12993,2382,2156,111,1-0
12994,2434,2239,80,1/2-1/2
12995,2172,2306,120,1/2-1/2
12996,2200,1929,66,1-0
12997,2707,2645,80,0-1
12998,2636,2437,69,1-0
12999,2344,2530,114,0-1
13000,2672,2586,33,1/2-1/2
13001,2054,1834,113,1-0
13002,2447,2677,72,1/2-1/2
13003,2326,2533,103,1/2-1/2
13004,2135,2099,28,1/2-1/2
13005,2531,2259,123,1-0
13006,2134,2328,82,0-1
13007,2318,2352,100,0-1
13008,2202,2026,51,1-0
13009,2497,2653,85,1-0
13010,1801,1921,117,1/2-1/2
13011,2268,2416,134,1/2-1/2
13012,2242,1970,40,1/2-1/2
13013,2213,2282,71,1/2-1/2
13014,2222,2172,145,1/2-1/2
13015,2497,2443,14,0-1
13016,2133,2553,111,1/2-1/2
13017,1377,1784,81,1-0
13018,2410,2232,73,1-0
13019,2194,2159,99,1-0
13020,2554,2625,76,1/2-1/2
13021,2327,2409,146,1/2-1/2
13022,1825,2095,122,1-0
13023,2713,2243,69,1-0
13024,1814,2039,78,0-1
13025,2255,2147,67,1-0
13026,2095,2368,46,0-1
13027,2081,2270,66,0-1
13028,2244,2138,76,1/2-1/2
13029,2229,2281,75,1/2-1/2
13030,2244,2229,40,1/2-1/2
13031,2680,2493,97,1/2-1/2
13032,2325,2385,24,1/2-1/2
13033,1590,1909,63,0-1
13034,1937,2291,82,0-1
13035,2107,2216,80,0-1
13036,2255,2056,70,1/2-1/2
13037,2379,2387,92,0-1
13038,2102,1853,66,0-1
13039,2062,2148,87,0-1
13040,2097,1935,104,1/2-1/2
13041,2110,2298,195,1/2-1/2
13042,2375,2046,89,1-0
13043,2331,2423,212,0-1
13044,2193,2370,134,0-1
13045,1950,2162,51,1-0
13046,1728,1774,90,0-1
13047,2511,1958,63,1-0
13048,2520,2255,47,0-1
13049,2629,2456,71,1-0
13050,2053,2253,130,0-1
13051,2173,2046,43,1/2-1/2
13052,2629,2566,69,1-0
13053,2422,2395,49,1-0
13054,2564,2449,112,1/2-1/2
13055,2393,2536,59,1-0
13056,2002,1971,17,1/2-1/2
13057,2562,2485,74,0-1
13058,1791,2280,52,0-1
13059,1631,1844,87,1-0
13060,1770,2016,66,0-1
13061,2284,2160,79,1-0
13062,2447,2282,63,1-0
13063,2445,2187,127,1-0
13064,1775,1860,29,1/2-1/2
13065,1922,1730,19,1/2-1/2
13066,2544,2380,19,1-0
13067,2358,2176,101,1-0
13068,2101,2055,91,1-0
13069,2505,2472,94,0-1
13070,2355,2617,15,1/2-1/2
13071,2448,2227,171,1-0
13072,2109,2332,146,0-1
13073,2321,2321,81,1/2-1/2
13074,2338,2095,70,1/2-1/2
13075,2483,2463,80,0-1
13076,2325,2333,29,1/2-1/2
13077,2181,2487,120,1/2-1/2
13078,2383,2507,99,1-0
13079,2323,2425,80,1/2-1/2
13080,2237,2113,142,1-0
13081,1895,2062,52,1/2-1/2
13082,2551,2478,83,1/2-1/2
13083,2634,2698,65,1-0
13084,2077,1715,73,1-0
13085,2367,2109,121,1-0
13086,2203,2372,62,0-1
13087,2526,2361,68,0-1
13088,2490,2521,105,1/2-1/2
13089,2220,2067,79,1-0
13090,1675,1880,76,0-1
13091,2394,2581,99,1/2-1/2
13092,2641,2627,89,1-0
13093,2024,2239,92,0-1
13094,2005,2593,94,0-1
13095,1794,1614,206,0-1
13096,2496,2029,59,1-0
13097,2639,2495,81,1/2-1/2
13098,1956,2130,84,0-1
13099,2325,2526,32,1/2-1/2
13100,2087,1718,64,1/2-1/2
13101,2390,2333,11,1/2-1/2
13102,2214,2509,42,0-1
13103,2508,2221,43,1/2-1/2
13104,2249,2023,55,1-0
13105,2655,2467,121,1-0
13106,1917,1985,31,1/2-1/2
13107,2621,2742,99,1-0
13108,1996,2312,51,1-0
13109,2078,1918,95,1-0
13110,2558,2362,69,1-0
13111,2491,2338,62,0-1
13112,2570,2625,111,1/2-1/2
13113,2062,1865,69,1-0
13114,1943,1547,100,0-1
13115,1890,2094,50,0-1
13116,2783,2772,82,1/2-1/2
13117,2414,2494,89,1-0
13118,2492,2201,59,1-0
13119,2020,1817,98,1-0
13120,2628,2783,90,1/2-1/2
13121,2214,2333,45,1/2-1/2
13122,2626,2618,78,1/2-1/2
13123,2578,2427,68,1/2-1/2
13124,2100,2230,83,1-0
13125,2190,2227,93,1-0
13126,2281,2512,95,1-0
13127,1759,2152,130,0-1
13128,1814,2005,71,1-0
13129,2134,2035,105,1-0
13130,2439,2402,59,1-0
13131,2391,2501,53,1/2-1/2
13132,2489,2100,49,1-0
13133,2554,2584,37,1/2-1/2
13134,2554,2542,85,0-1
13135,2588,2501,105,1-0
13136,2165,2258,108,0-1
13137,2631,2647,54,0-1
13138,1838,1900,64,0-1
13139,1713,2185,114,0-1
13140,2124,2007,51,1-0
13141,2426,2034,77,1-0
13142,1966,1767,79,1-0
13143,2492,2429,109,1-0
13144,2113,2300,80,0-1
13145,2009,2377,71,0-1
13146,2554,2093,107,1-0
13147,2484,2549,84,1/2-1/2
13148,2056,2285,90,0-1
13149,2375,2678,87,1-0
13150,2760,2549,49,1-0
13151,2039,1869,65,1-0
13152,2580,2563,81,1-0
13153,2087,2426,67,0-1
13154,2264,1809,42,1-0
13155,2539,2397,92,0-1
13156,2254,2494,172,0-1
13157,2650,2578,105,1/2-1/2
13158,1609,1331,61,1-0
13159,1656,1287,35,1-0
13160,2809,2757,59,1-0
13161,2479,2225,79,1-0
13162,2223,2073,50,1/2-1/2
13163,2037,2190,78,0-1
13164,2483,2367,82,1/2-1/2
13165,1879,2211,108,0-1
13166,1917,2133,62,0-1
13167,2510,2380,33,1-0
13168,2411,2211,59,1/2-1/2
13169,2273,2432,74,0-1
13170,2551,2335,77,1-0
13171,2172,2023,79,1/2-1/2
13172,2523,2121,61,1-0
13173,2210,2211,103,1-0
13174,2523,2605,94,0-1
13175,1751,1641,53,1/2-1/2
13176,2345,2195,107,1/2-1/2
13177,2667,2509,81,1-0
13178,2597,2407,109,1-0
13179,2123,2272,61,1/2-1/2
13180,2528,2560,18,1/2-1/2
13181,1261,1601,30,1/2-1/2
13182,2273,2350,161,1-0
13183,2470,2248,126,1/2-1/2
13184,1715,2011,80,0-1
13185,2155,2344,59,1/2-1/2
13186,2638,2484,58,1/2-1/2
13187,2118,2283,86,0-1
13188,2286,2084,57,1-0
13189,2130,2508,42,0-1
13190,1965,2133,47,1-0
13191,2427,2358,125,1-0
13192,2142,1876,108,1/2-1/2
13193,2228,2315,89,1-0
13194,1927,1763,141,1-0
13195,2410,2683,100,0-1
13196,2671,2516,79,1-0
13197,2102,1727,61,1-0
13198,1689,1894,46,0-1
13199,2327,2365,82,0-1
13200,2596,2277,69,1-0
13201,2200,2103,62,1/2-1/2
13202,2132,2186,101,1-0
13203,2104,1908,135,1-0
13204,2514,2410,81,1-0
13205,2740,2678,107,1/2-1/2
13206,2600,2425,83,1-0
13207,2193,2442,59,0-1
13208,1570,1839,72,0-1
13209,2054,2242,70,0-1
13210,2345,2542,150,0-1
13211,2434,2245,109,1/2-1/2
13212,1882,2158,142,1/2-1/2
13213,1948,2316,87,1-0
13214,2081,2045,99,1-0
13215,1695,1793,102,0-1
13216,2401,2246,44,0-1
13217,2092,1930,73,1-0
13218,2607,2455,53,1-0
13219,1712,1631,49,1-0
13220,2553,2586,103,1/2-1/2
13221,2442,2244,89,1/2-1/2
13222,1964,2016,139,0-1
13223,2151,2579,54,0-1
13224,2200,2550,69,1/2-1/2
13225,2020,1677,91,1-0
13226,2140,1702,127,1-0
13227,2001,1540,83,1-0
13228,2436,2377,55,1-0
13229,2014,2472,68,0-1
13230,1899,1789,70,0-1
13231,1863,2130,113,1/2-1/2
13232,2634,1884,59,1-0
13233,2251,2045,81,1-0
13234,2635,2444,91,1-0
13235,2644,2210,73,1-0
13236,2053,1792,43,1/2-1/2
13237,2368,2532,95,1/2-1/2
13238,2644,2154,65,1-0
13239,2369,2197,69,1-0
13240,2273,2133,59,1-0
13241,2312,2486,73,1-0
13242,2571,2349,79,1-0
13243,2306,2068,63,1-0
13244,2473,2549,131,1/2-1/2
13245,1526,1738,82,1/2-1/2
13246,2433,2396,93,1-0
13247,2321,2351,83,1-0
13248,2221,2587,71,1/2-1/2
13249,2298,2625,120,1/2-1/2
13250,1986,2400,50,1/2-1/2
13251,1950,2118,61,1/2-1/2
13252,1847,2034,32,0-1
13253,1986,2172,85,1/2-1/2
13254,1771,1904,99,1-0
13255,2404,2201,87,1-0
13256,2129,2002,84,0-1
13257,2230,2320,91,1-0
13258,1935,2280,56,1/2-1/2
13259,2193,1930,63,1-0
13260,1916,1952,57,1/2-1/2
13261,2524,2484,77,1/2-1/2
13262,2744,2263,103,1-0
13263,2398,2448,91,1-0
13264,1893,1992,45,1/2-1/2
13265,2134,2509,102,0-1
13266,2193,2299,92,1/2-1/2
13267,2277,2423,113,1-0
13268,2470,2278,89,1/2-1/2
13269,1717,2423,88,0-1
13270,1775,1601,132,0-1
13271,1890,2093,92,1/2-1/2
13272,2641,2169,49,1-0
13273,1996,2125,142,0-1
13274,2636,2389,12,1/2-1/2
13275,2181,2376,77,1/2-1/2
13276,2524,2631,80,0-1
13277,2734,2631,100,0-1
13278,1701,1936,70,0-1
13279,2163,2579,62,0-1
13280,2381,2124,87,1-0
13281,2287,2354,67,1/2-1/2
13282,2106,1786,108,0-1
13283,2103,2105,98,0-1
13284,2494,2207,57,1/2-1/2
13285,2102,2158,160,1/2-1/2
13286,2450,2550,97,1-0
13287,2049,1817,71,1-0
13288,1787,1462,20,1/2-1/2
13289,2338,2245,99,1/2-1/2
13290,2504,2360,130,1/2-1/2
13291,2130,1907,107,1-0
13292,2613,2671,90,1/2-1/2
13293,1980,1634,67,1-0
13294,2508,2371,91,1-0
13295,1880,1490,63,1-0
13296,1975,2163,51,1/2-1/2
13297,2000,2329,30,0-1
13298,2005,1907,89,1/2-1/2
13299,2023,2098,68,1-0
13300,2633,2456,65,1-0
13301,1516,1504,85,0-1
13302,2094,2274,78,0-1
13303,2089,2222,53,1/2-1/2
13304,2043,1641,116,1/2-1/2
13305,2018,2064,56,0-1
13306,2115,2517,74,0-1
13307,1887,2081,76,0-1
13308,2494,2597,99,1/2-1/2
13309,2332,2060,129,1-0
13310,2649,2570,131,1/2-1/2
13311,2086,1965,115,1-0
13312,2104,1751,95,1/2-1/2
13313,2138,2567,114,1/2-1/2
13314,1962,2153,106,0-1
13315,2379,2239,116,1/2-1/2
13316,1698,1939,102,1/2-1/2
13317,2397,2578,90,1/2-1/2
13318,2430,2432,117,1/2-1/2
13319,2529,2279,89,1-0
13320,2409,2391,43,1/2-1/2
13321,2101,2006,66,0-1
13322,1944,2022,74,0-1
13323,2628,2791,84,1/2-1/2
13324,2025,2015,93,1/2-1/2
13325,2222,2397,49,1/2-1/2
13326,2355,2273,65,1-0
13327,2408,2319,74,1/2-1/2
13328,2483,2040,53,1-0
13329,2723,2637,148,1/2-1/2
13330,2222,2293,45,0-1
13331,2449,2299,113,1-0
13332,2090,1818,63,1-0
13333,2267,1996,73,1-0
13334,2527,2541,25,1/2-1/2
13335,2600,2538,40,1/2-1/2
13336,2295,2505,46,0-1
13337,2313,2476,142,0-1
13338,2024,1417,1,1-0
13339,2455,2611,62,0-1
13340,2186,2100,69,1-0
13341,2116,2443,39,1/2-1/2
13342,2409,2304,86,0-1
13343,2351,2536,69,1-0
13344,2472,2611,94,0-1
13345,2339,2103,43,1-0
13346,2005,2503,64,0-1
13347,1645,2002,104,0-1
13348,2615,2384,79,1-0
13349,2270,2489,38,1/2-1/2
13350,1941,2517,98,0-1
13351,2375,2532,28,1/2-1/2
13352,2343,2323,63,1-0
13353,1857,1601,86,0-1
13354,1861,2281,55,0-1
13355,2399,2608,84,0-1
13356,2599,2709,83,1-0
13357,1571,1818,82,0-1
13358,1967,2190,148,0-1
13359,2295,2454,56,0-1
13360,2486,2182,83,1-0
13361,2385,2130,60,0-1
13362,2571,2063,69,1-0
13363,2532,2436,166,0-1
13364,2760,2762,140,1-0
13365,1793,2224,52,0-1
13366,1981,2163,63,0-1
13367,2394,2256,50,1/2-1/2
13368,2095,2308,56,0-1
13369,2446,2503,192,1/2-1/2
13370,2145,2046,80,0-1
13371,1814,2270,48,0-1
13372,1896,2229,98,0-1
13373,2031,2079,102,0-1
13374,2332,2523,116,1/2-1/2
13375,2246,1985,79,1-0
13376,2300,1973,73,1-0
13377,2618,2433,68,1-0
13378,2263,1835,117,1-0
13379,2564,2674,80,0-1
13380,2016,2118,72,0-1
13381,2371,2146,79,1-0
13382,2287,2214,77,1-0
13383,2129,1843,60,1/2-1/2
13384,2106,2024,104,0-1
13385,2529,2409,68,0-1
13386,2166,2174,80,0-1
13387,2523,1742,67,1-0
13388,2403,2559,60,0-1
13389,2336,1991,71,1-0
13390,1687,1396,47,1-0
13391,1788,1904,118,0-1
13392,2549,2633,63,1/2-1/2
13393,2419,2157,135,1-0
13394,2241,2403,121,1-0
13395,2090,1715,67,1-0
13396,1616,2025,108,0-1
13397,2325,2301,20,1/2-1/2
13398,2236,2143,157,1/2-1/2
13399,2082,2281,80,0-1
13400,1880,2033,58,0-1
13401,2330,1991,79,1-0
13402,2267,1962,74,0-1
13403,2259,2060,70,1/2-1/2
13404,2240,2315,145,1-0
13405,2106,2298,99,0-1
13406,2485,2374,42,1/2-1/2
13407,2517,2477,153,1/2-1/2
13408,2688,2623,86,0-1
13409,2024,1835,76,1/2-1/2
13410,2370,1959,67,1-0
13411,1950,2097,81,1-0
13412,2437,2620,90,0-1
13413,2468,2603,72,0-1
13414,2229,2330,70,0-1
13415,2411,2251,63,1-0
13416,1937,2167,101,1/2-1/2
13417,2388,2518,130,0-1
13418,2040,1560,85,1-0
13419,1993,2495,24,0-1
13420,2313,1753,96,0-1
13421,2459,2284,87,1-0
13422,2506,2396,77,1-0
13423,1981,1897,80,1/2-1/2
13424,2075,2400,83,0-1
13425,2334,2288,35,1/2-1/2
13426,2664,2737,108,0-1
13427,2455,2539,114,1/2-1/2
13428,2182,2048,78,0-1
13429,2304,2102,59,1-0
13430,1970,2428,84,0-1
13431,1967,2161,93,1-0
13432,2330,2389,77,1-0
13433,2072,2336,54,0-1
13434,2492,2141,67,1-0
13435,2176,1735,63,1-0
13436,2386,2297,97,0-1
13437,2529,2422,111,1-0
13438,2057,2260,42,1/2-1/2
13439,1974,2106,102,0-1
13440,2539,2343,66,1/2-1/2
13441,1721,2105,44,0-1
13442,2672,2638,126,1/2-1/2
13443,2536,2358,118,0-1
13444,2421,2451,50,0-1
13445,2564,2258,73,1-0
13446,2427,2074,45,1-0
13447,2154,2010,77,1-0
13448,2064,2346,68,0-1
13449,1773,1875,94,0-1
13450,1657,1865,89,1-0
13451,2428,2237,88,1/2-1/2
13452,2291,2118,88,1/2-1/2
13453,1841,2112,54,0-1
13454,1964,2213,82,1/2-1/2
13455,2223,2255,37,1-0
13456,2805,2740,99,1-0
13457,2095,2004,104,1/2-1/2
13458,2068,1994,91,1-0
13459,2353,2468,108,0-1
13460,2275,1969,91,1-0
13461,2369,2196,89,1-0
13462,2002,2112,99,1-0
13463,2174,1889,73,1-0
13464,2063,2449,123,1-0
13465,2235,2308,32,0-1
13466,2323,2565,62,1/2-1/2
13467,2291,2223,76,0-1
13468,2661,2627,75,1/2-1/2
13469,2124,2186,65,1/2-1/2
13470,2447,2498,126,1/2-1/2
13471,2182,2483,59,1-0
13472,2176,1968,113,1-0
13473,1656,2064,78,0-1
13474,2065,2347,101,0-1
13475,2134,1972,73,1-0
13476,1623,1548,81,1/2-1/2
13477,1743,2158,112,0-1
13478,2557,2514,56,1/2-1/2
13479,2130,2034,95,1-0
13480,2156,1946,90,0-1
13481,2610,2784,76,0-1
13482,2244,2087,65,1-0
13483,2148,2127,51,0-1
13484,2558,2324,47,1-0
13485,2106,2216,96,0-1
13486,2270,2479,20,1/2-1/2
13487,2007,2206,56,0-1
13488,1919,2391,99,1/2-1/2
13489,1866,1752,68,1/2-1/2
13490,2152,2220,97,1/2-1/2
13491,2461,2518,55,1/2-1/2
13492,2240,2563,110,0-1
13493,2253,2298,118,1/2-1/2
13494,2472,2229,139,1/2-1/2
13495,1523,1931,66,0-1
13496,1622,2425,94,0-1
13497,2496,2429,73,1-0
13498,2197,2232,128,1/2-1/2
13499,1587,1342,69,1-0
13500,2366,2308,78,0-1
13501,2027,2226,81,1-0
13502,2280,2318,86,1/2-1/2
13503,1748,2167,75,1/2-1/2
13504,2545,2404,59,1/2-1/2
13505,2274,1706,53,1-0
13506,2380,2551,99,1-0
13507,2724,2689,144,1-0
13508,1789,2392,60,0-1
13509,1604,2540,40,0-1
13510,1811,2221,74,0-1
13511,1921,1675,90,1/2-1/2
13512,2618,2709,94,1/2-1/2
13513,2408,2257,54,1/2-1/2
13514,2120,1830,136,1/2-1/2
13515,2572,2471,49,1-0
13516,2296,1979,99,1-0
13517,1929,1681,96,1/2-1/2
13518,2273,1942,49,1-0
13519,2378,2203,65,1-0
13520,2389,2127,153,1-0
13521,2606,2341,259,1-0
13522,2496,2454,119,1-0
13523,2192,2034,45,1-0
13524,2376,2422,102,1-0
13525,2282,2614,80,0-1
13526,1923,1790,156,1/2-1/2
13527,2406,2194,77,1-0
13528,2608,2495,85,1-0
13529,2317,2316,46,1/2-1/2
13530,2577,2215,117,1-0
13531,2618,2546,31,1/2-1/2
13532,2633,2782,104,1/2-1/2
13533,2180,1908,46,1-0
13534,1928,1878,86,1/2-1/2
13535,2635,2315,65,1-0
13536,2662,2633,72,1/2-1/2
13537,2352,2233,94,0-1
13538,2108,1784,59,1-0
13539,2520,2685,112,0-1
13540,2288,2190,63,1-0
13541,1599,1964,99,0-1
13542,2171,2100,69,1/2-1/2
13543,2323,2508,96,0-1
13544,2040,2243,60,1-0
13545,2227,2477,140,0-1
13546,2509,2236,115,1-0
13547,2306,2010,67,1-0
13548,2631,2742,62,1/2-1/2
13549,2428,2346,118,0-1
13550,1747,2561,70,0-1
13551,2318,2452,134,1/2-1/2
13552,1921,2172,66,1/2-1/2
13553,2133,2589,96,1/2-1/2
13554,2407,2238,70,1-0
13555,1928,1629,113,1-0
13556,2251,2539,117,1/2-1/2
13557,2616,2416,101,1-0
13558,2501,2430,75,1-0
13559,2071,1942,47,1-0
13560,2423,2257,70,0-1
13561,2014,2256,76,0-1
13562,2124,2054,92,1-0
13563,2543,2393,73,1-0
13564,2092,2097,77,1/2-1/2
13565,2303,2098,101,1-0
13566,2568,2205,91,1-0
13567,2005,2280,37,1/2-1/2
13568,1912,2363,220,1/2-1/2
13569,2371,2115,55,1-0
13570,2330,2598,82,0-1
13571,2786,2598,80,1/2-1/2
13572,2346,2493,68,1/2-1/2
13573,1992,1964,81,1/2-1/2
13574,2269,2095,54,1/2-1/2
13575,2253,2443,126,0-1
13576,2102,2201,51,1/2-1/2
13577,2006,2204,60,0-1
13578,2557,2373,91,1-0
13579,1968,1664,63,1-0
13580,2543,2465,77,1-0
13581,1780,1956,64,0-1
13582,2220,1943,55,1-0
13583,1376,1541,22,1/2-1/2
13584,2015,2337,62,0-1
13585,2306,2496,73,1-0
13586,2367,2114,125,1-0
13587,2047,2477,54,0-1
13588,2161,1973,93,1-0
13589,2308,1980,65,1-0
13590,2229,2155,51,1-0
13591,2271,1820,67,1-0
13592,2389,2211,112,0-1
13593,1983,2075,85,1/2-1/2
13594,2274,2212,83,1/2-1/2
13595,2204,2283,88,1/2-1/2
13596,2479,1991,81,1-0
13597,2125,1970,45,1-0
13598,2380,2707,106,0-1
13599,2661,2174,49,1-0
13600,2158,1930,91,1-0
13601,2244,2232,179,1/2-1/2
13602,2227,2117,63,1-0
13603,2521,2280,66,1/2-1/2
13604,2179,1819,18,1/2-1/2
13605,2427,2487,68,0-1
13606,2182,1747,83,1-0
13607,2417,2081,111,1-0
13608,2466,2356,119,1-0
13609,2046,1956,104,1/2-1/2
13610,2270,2230,8,1/2-1/2
13611,2111,2312,55,1/2-1/2
13612,2654,2631,43,1-0
13613,2173,1983,46,1/2-1/2
13614,2427,2229,62,0-1
13615,2093,2367,78,0-1
13616,2407,2407,74,1/2-1/2
13617,2510,2425,73,1-0
13618,2345,2248,59,1/2-1/2
13619,2474,2239,126,1/2-1/2
13620,2200,2480,73,0-1
13621,2066,2263,131,1-0
13622,2036,2283,136,0-1
13623,1953,2178,113,1/2-1/2
13624,2486,2415,94,1/2-1/2
13625,2187,2007,97,1-0
13626,1646,1684,113,1-0
13627,1825,2092,55,0-1
13628,2439,2282,61,1-0
13629,2554,2344,55,1-0
13630,2084,2485,56,0-1
13631,1582,2203,92,0-1
13632,2450,2439,35,1/2-1/2
13633,2365,2273,110,0-1
13634,2243,2300,47,1/2-1/2
13635,2381,2068,103,1-0
13636,1957,1929,53,1/2-1/2
13637,1973,2177,82,0-1
13638,2249,2007,84,0-1
13639,2029,1832,34,1/2-1/2
13640,2364,2053,45,1-0
13641,1877,2037,2,1/2-1/2
13642,2660,2636,162,1/2-1/2
13643,1858,2047,38,0-1
13644,2472,2190,83,1-0
13645,2434,2510,131,1-0
13646,2557,2587,80,1/2-1/2
13647,2528,2246,77,1-0
13648,2017,2237,58,0-1
13649,2113,2094,168,0-1
13650,2200,2562,77,1-0
13651,2258,2391,69,1-0
13652,2111,2161,83,1-0
13653,2469,2310,103,1/2-1/2
13654,2219,1889,120,1-0
13655,2394,2525,81,0-1
13656,1430,1872,26,1/2-1/2
13657,2137,2049,43,1-0
13658,2649,2592,169,1-0
13659,2429,2425,72,1/2-1/2
13660,1906,2476,78,0-1
13661,2481,1993,45,1-0
