Count,Simple Fen
462,r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP1N1PPP/R1BQ1RK1 b - -
312,r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP1N1PPP/R1BQK2R w KQ -
435,r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 w - -
120,r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/2NP1NP1/PPP2PBP/R1BQ1RK1 w - -
100,r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 b - -
134,r1bq1rk1/1pp3b1/2np1npp/1P2pp2/2P5/2NP1NP1/4PPBP/1RBQ1RK1 b - -
130,r1bq1rk1/1pp3b1/2np1npp/4pp2/1PP5/2NP1NP1/4PPBP/1RBQ1RK1 w - -
130,r1bq1rk1/1pp3bp/2np1np1/4pp2/1PP5/2NP1NP1/4PPBP/1RBQ1RK1 b - -
124,r1bq1rk1/1pp3bp/2np1np1/4pp2/1pP5/P1NP1NP1/4PPBP/1RBQ1RK1 w - -
134,r1bq1rk1/1pp3bp/2np1np1/p3pp2/1PP5/P1NP1NP1/4PPBP/1RBQ1RK1 b - -
118,r1bq1rk1/1pp3bp/2np1np1/p3pp2/2P5/2NPP1P1/PP2NPBP/1RBQ1RK1 w - -
149,r1bq1rk1/1pp3bp/2np1np1/p3pp2/2P5/P1NP1NP1/1P2PPBP/1RBQ1RK1 w - -
125,r1bq1rk1/1pp3bp/2np1np1/p3pp2/2P5/P1NPP1P1/1P2NPBP/1RBQ1RK1 b - -
102,r1bq1rk1/1ppn1pbp/3p1np1/p2Pp1B1/2P1P3/2N2N1P/PP3PP1/R2QKB1R w KQ -
102,r1bq1rk1/1ppn1pbp/3p1np1/p2Pp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 w - -
116,r1bq1rk1/1ppn1pbp/p2p1np1/4p3/2PP4/2N2NPP/PP2PPB1/R1BQ1RK1 w - -
589,r1bq1rk1/1ppn1pbp/p2p1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 w - -
179,r1bq1rk1/1ppn1pbp/p2p1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQR1K1 b - -
224,r1bq1rk1/1ppn1pbp/p2p1np1/4p3/2PPP3/2N2NPP/PP3PB1/R1BQ1RK1 b - -
140,r1bq1rk1/1ppn1pbp/p2p1np1/8/2PNP3/2N3P1/PP3PBP/R1BQR1K1 b - -
136,r1bq1rk1/1ppn1pbp/p2p1np1/8/2PpP3/2N2NP1/PP3PBP/R1BQR1K1 w - -
141,r1bq1rk1/1ppnb1pp/p1p2p2/4p3/2N1P2N/3P4/PPP2PPP/R1BQ1RK1 b - -
174,r1bq1rk1/1ppnb1pp/p1p2p2/4p3/2N1P3/3P1N2/PPP2PPP/R1BQ1RK1 w - -
250,r1bq1rk1/1ppnbppp/3p1n2/p3p3/P1BPP3/2N2N2/1PP2PPP/R1BQ1RK1 w - -
148,r1bq1rk1/1ppnbppp/3p1n2/p3p3/P1BPP3/2N2N2/1PP2PPP/R1BQR1K1 b - -
223,r1bq1rk1/1ppnbppp/p1p5/4p3/2N1P3/3P1N2/PPP2PPP/R1BQ1RK1 b - -
245,r1bq1rk1/1ppnbppp/p1p5/4p3/4P3/3P1N2/PPPN1PPP/R1BQ1RK1 w - -
372,r1bq1rk1/1ppnbppp/p2p1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQR1K1 w - -
121,r1bq1rk1/1ppnbppp/p2p1n2/4p3/P1BPP3/2N2N2/1PP2PPP/R1BQ1RK1 w - -
404,r1bq1rk1/1ppnbppp/p2p1n2/4p3/P1BPP3/2N2N2/1PP2PPP/R1BQR1K1 b - -
127,r1bq1rk1/1ppnbppp/p3pn2/3P2B1/3P4/2N1PN2/PP3PPP/2RQKB1R b K -
277,r1bq1rk1/1ppnbppp/p3pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K -
127,r1bq1rk1/1ppnbppp/p4n2/3p2B1/3P4/2N1PN2/PP3PPP/2RQKB1R w K -
116,r1bq1rk1/1ppnbppp/p4n2/3p2B1/3P4/2NBPN2/PP3PPP/2RQK2R b K -
206,r1bq1rk1/1ppnn1bp/3p2p1/p2Ppp2/1PP1P3/P1N5/3NBPPP/1RBQ1RK1 b - -
208,r1bq1rk1/1ppnn1bp/3p2p1/p2Ppp2/2P1P3/P1N5/1P1NBPPP/1RBQ1RK1 w - -
129,r1bq1rk1/1ppnn1bp/3p4/p2Pp1p1/P1P1Pp2/2N2P2/1P2BBPP/R2QNRK1 w - -
127,r1bq1rk1/1ppnn1bp/3p4/p2Pp1p1/P1P1Pp2/2NN1P2/1P2BBPP/R2Q1RK1 b - -
128,r1bq1rk1/1ppnnp1p/3p2pb/3Pp3/PBP1P3/2N2N2/4BPPP/R2Q1RK1 w - -
259,r1bq1rk1/1ppnnpbp/3p2p1/3Pp3/1BP1P3/2N2N2/P3BPPP/R2Q1RK1 w - -
226,r1bq1rk1/1ppnnpbp/3p2p1/3Pp3/PBP1P3/2N2N2/4BPPP/R2Q1RK1 b - -
101,r1bq1rk1/1ppnnpbp/3p2p1/P2Pp3/2P1P3/B1N2N2/P3BPPP/R2Q1RK1 b - -
114,r1bq1rk1/1ppnnpbp/3p2p1/p2Pp3/1PP1P3/B1N2N2/P3BPPP/R2Q1RK1 w - -
212,r1bq1rk1/1ppnnpbp/3p2p1/p2Pp3/2P1P3/P1N5/1P1NBPPP/1RBQ1RK1 b - -
176,r1bq1rk1/1ppnnpbp/3p2p1/p2Pp3/2P1P3/P1N5/1P1NBPPP/R1BQ1RK1 w - -
118,r1bq1rk1/1ppnppbp/p2p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -
217,r1bq1rk1/1ppnppbp/p2p1np1/8/2PPP3/2N1BP2/PP1Q2PP/R3KBNR w KQ -
164,r1bq1rk1/1ppnppbp/p2p1np1/8/2PPP3/2N1BP2/PP1QN1PP/R3KB1R b KQ -
125,r1bq1rk1/1ppnppbp/p2p1np1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ -
108,r1bq1rk1/1ppp1ppp/p1n2n2/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQK2R w KQ -
116,r1bq1rk1/1ppp1ppp/p1n2n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 b - -
158,r1bq1rk1/1ppp1ppp/p1n2n2/2b1p3/4P3/1BPP1N2/PP3PPP/RNBQK2R w KQ -
137,r1bq1rk1/1pppbppp/p1n2n2/4P3/B2p4/5N2/PPP2PPP/RNBQR1K1 b - -
141,r1bq1rk1/1pppbppp/p1n2n2/8/B2pP3/5N2/PPP2PPP/RNBQR1K1 w - -
107,r1bq1rk1/1pppbppp/p1n5/4P3/B2Nn3/8/PPP2PPP/RNBQ1RK1 w - -
100,r1bq1rk1/1pppbppp/p7/2n1P3/B2Q4/2N5/PPP2PPP/R1B2RK1 w - -
319,r1bq1rk1/2p1bpp1/p1np1n1p/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - -
331,r1bq1rk1/2p1bpp1/p1np1n1p/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - -
144,r1bq1rk1/2p1bppp/2np1n2/pp2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - -
1016,r1bq1rk1/2p1bppp/p1n2n2/1p1Pp3/8/1BP2N2/PP1P1PPP/RNBQR1K1 b - -
120,r1bq1rk1/2p1bppp/p1n2n2/1p1pp3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 b - -
1169,r1bq1rk1/2p1bppp/p1n2n2/1p1pp3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - -
292,r1bq1rk1/2p1bppp/p1n2n2/1p1pp3/4P3/1BP2N2/PP1PQPPP/RNB2RK1 w - -
298,r1bq1rk1/2p1bppp/p1n2n2/1p1pp3/4P3/1BPP1N2/PP2QPPP/RNB2RK1 b - -
912,r1bq1rk1/2p1bppp/p1n5/1p1nN3/8/1BP5/PP1P1PPP/RNBQR1K1 b - -
975,r1bq1rk1/2p1bppp/p1n5/1p1np3/8/1BP2N2/PP1P1PPP/RNBQR1K1 w - -
258,r1bq1rk1/2p1bppp/p1np1n2/1p2p1N1/4P3/1BP4P/PP1P1PP1/RNBQR1K1 w - -
512,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/3PP3/1B3N2/PPP2PPP/RNBQR1K1 w - -
133,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/3PP3/1BP2N2/PP2QPPP/RNB2RK1 b - -
2149,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 b - -
487,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQR1K1 w - -
1070,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 w - -
11292,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b - -
100,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1PQPP1/RNB2RK1 b - -
12167,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - -
516,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1PQPPP/RNB2RK1 w - -
287,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1PQPPP/RNBR2K1 b - -
164,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BPP1N2/PP1N1PPP/R1BQ1RK1 b - -
367,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 w - -
997,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQR1K1 b - -
178,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/2PP1N2/PPB2PPP/RNBQR1K1 b - -
128,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/2PP1N2/PPBN1PPP/R1BQ1RK1 b - -
135,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/PB1P1N2/1PP2PPP/RNBQ1RK1 w - -
150,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/PBNP1N2/1PP2PPP/R1BQ1RK1 b - -
151,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/B3P3/2PP1N2/PP1N1PPP/R1BQ1RK1 w - -
221,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/B3P3/2PP1N2/PP3PPP/RNBQR1K1 w - -
105,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/P3P3/1BP2N2/1P1P1PPP/RNBQR1K1 b - -
119,r1bq1rk1/2p1bppp/p1np1n2/4P3/Pp2P3/1B3N2/1PP2PPP/RNBQR1K1 b - -
145,r1bq1rk1/2p1bppp/p1np1n2/4p3/Pp1PP3/1B3N2/1PP2PPP/RNBQR1K1 w - -
348,r1bq1rk1/2p1bppp/p1np1n2/4p3/Pp2P3/1B1P1N2/1PP2PPP/RNBQR1K1 w - -
162,r1bq1rk1/2p1bppp/p1np1n2/4p3/Pp2P3/1B1P1N2/1PPN1PPP/R1BQR1K1 b - -
107,r1bq1rk1/2p1bppp/p1np1n2/P3p3/1p2P3/1B1P1N2/1PP2PPP/RNBQ1RK1 w - -
182,r1bq1rk1/2p1bppp/p1np1n2/P3p3/1p2P3/1B1P1N2/1PP2PPP/RNBQR1K1 b - -
118,r1bq1rk1/2p1bppp/p1np1n2/P3p3/1p2P3/1B1P1N2/1PPN1PPP/R1BQ1RK1 b - -
5336,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - -
218,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BP2N2/PP1PQPPP/RNBR2K1 w - -
123,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BPP1N2/PP1N1PPP/R1BQ1RK1 w - -
750,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BPP1N2/PP3PPP/RNBQR1K1 w - -
5326,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 b - -
218,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N2/PPBPQPPP/RNBR2K1 b - -
103,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2PP1N1P/PPB2PP1/RNBQ1RK1 b - -
1065,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2PP1N2/PPB2PPP/RNBQR1K1 b - -
173,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2PP1N2/PPBN1PPP/R1BQ1RK1 b - -
316,r1bq1rk1/2p1bppp/p2p1n2/np2p3/B3P3/2PP1N2/PP3PPP/RNBQR1K1 w - -
112,r1bq1rk1/2p1bppp/p4n2/np1pp3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 b - -
246,r1bq1rk1/2p1bppp/p4n2/np1pp3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w - -
912,r1bq1rk1/2p1bppp/p7/1p1nR3/8/1BP5/PP1P1PPP/RNBQ2K1 b - -
912,r1bq1rk1/2p1bppp/p7/1p1nn3/8/1BP5/PP1P1PPP/RNBQR1K1 w - -
226,r1bq1rk1/2p1npbp/1p1p1np1/3Pp3/1BP1P3/2N2N2/P3BPPP/R2Q1RK1 w - -
226,r1bq1rk1/2p1npbp/1p1p1np1/3Pp3/PBP1P3/2N2N2/4BPPP/R2Q1RK1 b - -
134,r1bq1rk1/2p1npbp/1p1p1np1/P2Pp3/2P1P3/B1N2N2/P3BPPP/R2Q1RK1 b - -
135,r1bq1rk1/2p1npbp/1p1p1np1/p2Pp3/1PP1P3/B1N2N2/P3BPPP/R2Q1RK1 w - -
180,r1bq1rk1/2p1npbp/p1np2p1/1p6/3PP3/1BN2N1P/PP3PP1/R1BQ1RK1 b - -
150,r1bq1rk1/2p1npbp/p1np2p1/1p6/3PP3/1BN2N2/PP3PPP/R1BQ1RK1 w - -
145,r1bq1rk1/2p1npbp/p2p2p1/np6/3PP3/1BN2N1P/PP3PP1/R1BQ1RK1 w - -
190,r1bq1rk1/2p1npbp/p2p2p1/np6/3PP3/2N2N1P/PPB2PP1/R1BQ1RK1 b - -
119,r1bq1rk1/2p2pbp/p1np1np1/1p2p3/B3P3/2PP1N2/PP1N1PPP/R1BQR1K1 w - -
126,r1bq1rk1/2p2ppp/p1np1n2/1pb1p3/4P3/1BP2N2/PP1PQPPP/RNB2RK1 w - -
174,r1bq1rk1/2p2ppp/p1np1n2/1pb1p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 w - -
159,r1bq1rk1/2pn1pbp/p2p1np1/1p2p3/2PPP3/2N2NPP/PP3PB1/R1BQ1RK1 w - -
331,r1bq1rk1/2pn1ppp/p1np1b2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - -
208,r1bq1rk1/2pn1ppp/p1np1b2/1p2p3/P2PP3/1BP2N1P/1P3PP1/RNBQR1K1 b - -
396,r1bq1rk1/2pnbppp/p1np4/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - -
432,r1bq1rk1/2pnbppp/p1np4/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - -
2236,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 b - -
2415,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - -
101,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/4P3/1BPP1N1P/PP1N1PP1/R1BQR1K1 b - -
105,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/4P3/1BPP1N1P/PP3PP1/RNBQR1K1 w - -
152,r1bq1rk1/2pnbppp/pp1p1n2/4p3/P1BPP3/1PN2N2/2P2PPP/R1BQR1K1 b - -
392,r1bq1rk1/2pnbppp/pp1p1n2/4p3/P1BPP3/2N2N2/1PP2PPP/R1BQR1K1 w - -
112,r1bq1rk1/2pnn1bp/1p1p4/p2Pp1p1/P1P1Pp2/2NN1P2/1P2BBPP/R2Q1RK1 w - -
119,r1bq1rk1/2pp1ppp/p1n2n2/1pb1p3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 w - -
141,r1bq1rk1/2pp1ppp/p1n2n2/1pb1p3/4P3/1BP2N2/PP1PQPPP/RNB1K2R w KQ -
124,r1bq1rk1/2pp1ppp/p1n2n2/1pb1p3/4P3/1BP2N2/PP1PQPPP/RNB2RK1 b - -
681,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/3PP3/1B3N2/PPP2PPP/RNBQR1K1 b - -
576,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 w - -
547,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQR1K1 b - -
2053,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 b - -
6850,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w - -
481,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPPQPPP/RNB2RK1 w - -
2416,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b - -
279,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1PQPPP/RNB1K2R w KQ -
620,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1PQPPP/RNB2RK1 b - -
115,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BPP1N2/PP3PPP/RNBQ1RK1 b - -
220,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B1P1N2/1PP2PPP/RNBQ1RK1 b - -
1282,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b - -
150,r1bq1rk1/2ppbppp/p1n2n2/4p3/Pp1PP3/1B3N2/1PP2PPP/RNBQR1K1 b - -
104,r1bq1rk1/2ppbppp/p1n2n2/4p3/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1 w - -
350,r1bq1rk1/2ppbppp/p1n2n2/4p3/Pp2P3/1B1P1N2/1PP2PPP/RNBQR1K1 b - -
580,r1bq1rk1/2ppbppp/p1n2n2/4p3/Pp2P3/1B3N2/1PPP1PPP/RNBQR1K1 w - -
102,r1bq1rk1/2ppbppp/p4n2/1p2P3/3p4/1B6/PPP2PPP/RNBQR1K1 b - -
105,r1bq1rk1/2ppbppp/p4n2/1p2p3/3NP3/1B6/PPP2PPP/RNBQR1K1 b - -
142,r1bq1rk1/2ppbppp/p4n2/1p2p3/3nP3/1B3N2/PPP2PPP/RNBQR1K1 w - -
105,r1bq1rk1/2ppbppp/p4n2/1p6/3pP3/1B6/PPP2PPP/RNBQR1K1 w - -
276,r1bq1rk1/2ppnpbp/p1n3p1/1p6/3PP3/1B3N2/PP3PPP/RNBQ1RK1 w - -
227,r1bq1rk1/2ppnpbp/p1n3p1/1p6/3PP3/1BN2N2/PP3PPP/R1BQ1RK1 b - -
115,r1bq1rk1/3n1ppp/p1n1p3/1p1pP3/3B1P2/2N5/PPP2QPP/2KR1B1R w - -
382,r1bq1rk1/3n1ppp/p1pbpn2/1p6/2BP4/2N1PN2/PPQ2PPP/R1BR2K1 w - -
260,r1bq1rk1/3n1ppp/p1pbpn2/1p6/3P4/2N1PN2/PPQ1BPPP/R1BR2K1 b - -
101,r1bq1rk1/3n1ppp/p1pbpn2/1p6/3P4/2NBPN2/PPQ2PPP/R1BR2K1 b - -
112,r1bq1rk1/3n1ppp/p3p3/1pbpP3/3B1P1P/2N4R/PPPQ2P1/2KR1B2 b - -
225,r1bq1rk1/3n1ppp/p3p3/1pbpP3/3B1P1P/2N5/PPPQ2P1/2KR1B1R w - -
116,r1bq1rk1/3nbppp/1pp1pn2/p1Pp4/1P1P1B2/2N1PN1P/P4PP1/R2QKB1R w KQ -
131,r1bq1rk1/3nbppp/1pp1pn2/p1Pp4/1P1P1B2/2NBPN2/P4PPP/R2QK2R w KQ -
120,r1bq1rk1/3nbppp/1pp1pn2/p1Pp4/1P1P1B2/P1N1PN1P/5PP1/R2QKB1R b KQ -
121,r1bq1rk1/3nbppp/1pp1pn2/p1Pp4/1P1P1B2/P1NBPN2/5PPP/R2QK2R b KQ -
120,r1bq1rk1/3nbppp/2n1p3/p1ppP3/1p3B1P/3P1NP1/PPP2PB1/R2QRNK1 b - -
263,r1bq1rk1/3nbppp/2n1p3/p1ppP3/1p5P/3P1NP1/PPP2PB1/R1BQRNK1 w - -
305,r1bq1rk1/3nbppp/2n1p3/ppppP3/7P/3P1NP1/PPP2PB1/R1BQRNK1 b - -
273,r1bq1rk1/3nbppp/2n1p3/ppppP3/8/3P1NP1/PPP2PBP/R1BQRNK1 w - -
216,r1bq1rk1/3nbppp/p1n1p3/1pppP3/3P1P2/2N1BN2/PPPQB1PP/R4RK1 w - -
143,r1bq1rk1/3nbppp/p1n1p3/1pppP3/3P1P2/P1N1BN2/1PPQB1PP/R4RK1 b - -
124,r1bq1rk1/3nbppp/p1np4/1p2p3/3PP3/5N1P/PPBN1PP1/R1BQR1K1 w - -
107,r1bq1rk1/3nbppp/p1np4/1pp5/3PP3/5N1P/PPB2PP1/R1BQRNK1 b - -
385,r1bq1rk1/3nbppp/p1np4/1pp5/3PP3/5N1P/PPBN1PP1/R1BQR1K1 w - -
234,r1bq1rk1/3nbppp/p1np4/1ppP4/4P3/5N1P/PPBN1PP1/R1BQR1K1 b - -
101,r1bq1rk1/3nbppp/p2p4/1p6/3QP3/7P/PPB2PP1/R1B1RNK1 b - -
125,r1bq1rk1/3nbppp/p2p4/1ppPN3/4P3/7P/PPBN1PP1/R1BQR1K1 b - -
231,r1bq1rk1/3nbppp/p2p4/1ppPn3/4P3/5N1P/PPBN1PP1/R1BQR1K1 w - -
124,r1bq1rk1/3nbppp/p2p4/np2p3/3PP3/5N1P/PPBN1PP1/R1BQR1K1 b - -
124,r1bq1rk1/3nbppp/p2p4/np2p3/3pP3/2P2N1P/PPBN1PP1/R1BQR1K1 w - -
910,r1bq1rk1/3nbppp/p2p4/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w - -
566,r1bq1rk1/3nbppp/p2p4/npp1p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 b - -
417,r1bq1rk1/3nbppp/p2p4/npp5/3PP3/5N1P/PPBN1PP1/R1BQR1K1 b - -
417,r1bq1rk1/3nbppp/p2p4/npp5/3pP3/2P2N1P/PPBN1PP1/R1BQR1K1 w - -
139,r1bq1rk1/3nbppp/p2p4/nppPp3/4P3/2P2N1P/PPB2PP1/RNBQR1K1 b - -
218,r1bq1rk1/3nbppp/p2pp3/1p4P1/3BP2P/2N2P2/PPPQ4/2KR1B1R b - -
147,r1bq1rk1/3nbppp/p2pp3/1p4P1/3BP3/2N2P2/PPPQ3P/2KR1B1R w - -
113,r1bq1rk1/3nbppp/pppp1n2/4p1B1/P1BPP3/2N2N2/1PP2PPP/R2QR1K1 w - -
125,r1bq1rk1/3nbppp/pppp1n2/4p3/P1BPP3/1PN2N2/1BP2PPP/R2QR1K1 b - -
205,r1bq1rk1/3nbppp/pppp1n2/4p3/P1BPP3/1PN2N2/2P2PPP/R1BQR1K1 w - -
164,r1bq1rk1/3nbppp/pppp1n2/4p3/P1BPP3/2N2N1P/1PP2PP1/R1BQR1K1 w - -
205,r1bq1rk1/3nbppp/pppp1n2/4p3/P2PP3/2N2N1P/BPP2PP1/R1BQR1K1 b - -
224,r1bq1rk1/3nbppp/pppp1n2/4p3/P2PP3/2N2N2/BPP2PPP/R1BQR1K1 w - -
125,r1bq1rk1/3nppbp/pP1p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQ -
110,r1bq1rk1/3nppbp/pp3np1/3P4/2B5/Q1NP1N2/PP3PPP/R1B1K2R w KQ -
109,r1bq1rk1/3nppbp/pp3np1/3P4/2B5/Q1NP1N2/PP3PPP/R1B2RK1 b - -
282,r1bq1rk1/4bppp/p1Pp1n2/np2p3/4P3/2P2N1P/PPB2PP1/RNBQR1K1 b - -
145,r1bq1rk1/4bppp/p1np1n2/1pp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w - -
114,r1bq1rk1/4bppp/p1np1n2/1pp1p3/4P3/2PP1N1P/PPBN1PP1/R1BQR1K1 b - -
392,r1bq1rk1/4bppp/p1np1n2/1pp1p3/4P3/2PP1N2/PPB2PPP/R1BQRNK1 b - -
441,r1bq1rk1/4bppp/p1np1n2/1pp1p3/4P3/2PP1N2/PPBN1PPP/R1BQR1K1 w - -
521,r1bq1rk1/4bppp/p1p5/1p1nR3/3P4/1BP5/PP3PPP/RNBQ2K1 b - -
808,r1bq1rk1/4bppp/p1p5/1p1nR3/8/1BP5/PP1P1PPP/RNBQ2K1 w - -
163,r1bq1rk1/4bppp/p1p5/1p1nR3/8/1BPP4/PP3PPP/RNBQ2K1 b - -
287,r1bq1rk1/4bppp/p1pp1n2/np1Pp3/4P3/2P2N1P/PPB2PP1/RNBQR1K1 w - -
260,r1bq1rk1/4bppp/p2p1n2/np2p3/3PP3/5N1P/PPB2PP1/RNBQR1K1 b - -
260,r1bq1rk1/4bppp/p2p1n2/np2p3/3pP3/2P2N1P/PPB2PP1/RNBQR1K1 w - -
4863,r1bq1rk1/4bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 b - -
181,r1bq1rk1/4bppp/p2p1n2/npp1p3/3PP3/2P2N2/PPB1QPPP/RNBR2K1 b - -
5093,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w - -
225,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N2/PPBPQPPP/RNBR2K1 w - -
103,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2PP1N1P/PPB2PP1/RNBQ1RK1 w - -
259,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2PP1N1P/PPB2PP1/RNBQR1K1 b - -
1075,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2PP1N2/PPB2PPP/RNBQR1K1 w - -
181,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2PP1N2/PPBN1PPP/R1BQ1RK1 w - -
1196,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2PP1N2/PPBN1PPP/R1BQR1K1 b - -
125,r1bq1rk1/4bppp/p2p4/1ppPn3/4P3/7P/PPBN1PP1/R1BQR1K1 w - -
152,r1bq1rk1/4bppp/p2ppn2/1p4B1/3QP2P/2N2P2/PPP3P1/1K1R1B1R b - -
196,r1bq1rk1/4bppp/p2ppn2/1p4B1/3QP2P/2N2P2/PPP3P1/2KR1B1R w - -
147,r1bq1rk1/4bppp/p2ppn2/1p4P1/3BP3/2N2P2/PPPQ3P/2KR1B1R b - -
