#Event,WhiteElo,BlackElo,Result
8490,2569,2447,1-0
8491,2269,2278,0-1
8492,2613,2363,1-0
8493,2209,2255,1/2-1/2
8494,2284,2336,0-1
8495,2082,2247,0-1
8496,2449,2559,0-1
8497,2319,2684,0-1
8498,2731,2731,1-0
8499,2285,2129,1/2-1/2
8500,2674,2584,1-0
8501,2607,2516,1/2-1/2
8502,2434,2018,1-0
8503,2382,2549,1/2-1/2
8504,2383,2255,1-0
8505,2095,1977,0-1
8506,2313,2110,1-0
8507,2602,2353,1-0
8508,2412,2413,1-0
8509,2418,2089,1-0
8510,2415,2538,1/2-1/2
8511,2130,1971,1/2-1/2
8512,2337,2042,1-0
8513,1664,1868,1-0
8514,2319,2007,1-0
8515,2409,2546,1/2-1/2
8516,2279,1721,1-0
8517,2511,2705,1/2-1/2
8518,2783,2706,1-0
8519,2641,2675,1/2-1/2
8520,2479,2670,0-1
8521,2143,2179,1/2-1/2
8522,2379,2502,0-1
8523,2388,2661,1-0
8524,2456,2042,1-0
8525,1839,1897,0-1
8526,2570,2581,1/2-1/2
8527,2445,2230,1-0
8528,2383,2225,1-0
8529,2227,2074,1-0
8530,2234,2294,1-0
8531,2469,2290,1-0
8532,1860,2089,0-1
8533,2374,2157,1-0
8534,2051,2320,1-0
8535,2381,2187,1-0
8536,1759,1817,0-1
8537,2211,2057,1-0
8538,2422,2298,1/2-1/2
8539,2307,2532,0-1
8540,2067,2268,1/2-1/2
8541,2225,2118,1-0
8542,2460,2457,1-0
8543,2065,2093,0-1
8544,2472,2080,1-0
8545,2312,2263,1/2-1/2
8546,2544,2635,1/2-1/2
8547,2244,2066,1/2-1/2
8548,2622,2102,1-0
8549,2249,2130,1-0
8550,2143,2301,0-1
8551,1869,1585,1-0
8552,2116,2345,0-1
8553,2677,2526,1-0
8554,2313,2442,1/2-1/2
8555,2203,2364,1/2-1/2
8556,2055,2428,0-1
8557,2474,2353,1/2-1/2
8558,2179,2433,1/2-1/2
8559,2291,2546,1/2-1/2
8560,2646,2495,1-0
8561,2217,2161,1-0
8562,2051,2272,0-1
8563,2006,2208,0-1
8564,2234,2501,0-1
8565,2144,2327,1/2-1/2
8566,2696,2568,1-0
8567,2204,2089,1-0
8568,2314,2314,0-1
8569,2556,2404,1-0
8570,2190,2130,1-0
8571,2524,2147,1-0
8572,2682,2575,1/2-1/2
8573,2053,2184,0-1
8574,2196,2037,1/2-1/2
8575,1921,2132,0-1
8576,2270,2038,1/2-1/2
8577,2226,2498,0-1
8578,2283,2059,1-0
8579,2476,2597,0-1
8580,2631,2694,1-0
8581,2302,2551,1/2-1/2
8582,2148,2005,1-0
8583,2793,2699,1/2-1/2
8584,2366,2454,1-0
8585,2370,2001,1-0
8586,2458,2411,1-0
8587,2462,2100,0-1
8588,2226,2373,1/2-1/2
8589,2543,2618,1/2-1/2
8590,2557,2270,0-1
8591,2066,2205,1/2-1/2
8592,2658,1887,1-0
8593,2219,2070,1/2-1/2
8594,2428,2130,1-0
8595,2577,2501,1-0
8596,2377,2368,1/2-1/2
8597,2368,2444,0-1
8598,1886,2047,0-1
8599,2283,2362,1/2-1/2
8600,2428,2478,0-1
8601,1700,1657,1-0
8602,2489,2507,1-0
8603,2249,2490,1/2-1/2
8604,2418,2336,1-0
8605,2437,2264,1-0
8606,2567,2720,1/2-1/2
8607,1756,1646,1/2-1/2
8608,1723,2166,0-1
8609,2219,1920,1-0
8610,2390,2503,1/2-1/2
8611,2352,2392,0-1
8612,2297,2244,0-1
8613,2131,2415,1/2-1/2
8614,2538,2522,0-1
8615,2286,2366,0-1
8616,1690,1866,1/2-1/2
8617,1825,2018,0-1
8618,2595,2339,1-0
8619,2470,2395,1/2-1/2
8620,2365,2321,0-1
8621,2412,2227,1-0
8622,2250,2320,1/2-1/2
8623,2110,2099,0-1
8624,2353,2415,0-1
8625,2556,2642,0-1
8626,2519,2143,1/2-1/2
8627,2484,2559,1-0
8628,2076,2205,1/2-1/2
8629,2082,2221,1-0
8630,2439,1896,1-0
8631,2506,2275,1-0
8632,2423,2398,0-1
8633,2255,2073,0-1
8634,2327,2093,1/2-1/2
8635,1823,2036,1-0
8636,2417,2434,1/2-1/2
8637,2558,2274,1/2-1/2
8638,2481,2260,1-0
8639,2081,2182,0-1
8640,2223,2327,1-0
8641,1777,2181,1/2-1/2
8642,2630,2559,1-0
8643,2352,2127,1/2-1/2
8644,2451,2586,1-0
8645,1895,2063,1/2-1/2
8646,2469,2651,1/2-1/2
8647,2309,2413,1-0
8648,2153,2385,1/2-1/2
8649,2285,2444,1-0
8650,2226,2045,1-0
8651,2441,2023,1-0
8652,2219,2283,1/2-1/2
8653,1889,2362,0-1
8654,1897,1627,1/2-1/2
8655,2428,1941,1-0
8656,2473,2479,1/2-1/2
8657,1684,1682,1/2-1/2
8658,2067,1932,1-0
8659,2512,2440,0-1
8660,2375,2279,0-1
8661,2144,2008,1/2-1/2
8662,2547,2513,1/2-1/2
8663,2130,2639,0-1
8664,2513,2171,1-0
8665,2132,2269,0-1
8666,2657,2473,1-0
8667,2230,1750,1-0
8668,1628,1709,1-0
8669,2108,2054,1/2-1/2
8670,2015,1633,1/2-1/2
8671,2010,2085,1/2-1/2
8672,2402,2041,0-1
8673,2562,2697,1/2-1/2
8674,2560,2562,1/2-1/2
8675,1883,1633,1/2-1/2
8676,2173,2164,1-0
8677,2235,2075,1/2-1/2
8678,2581,2396,1-0
8679,1788,2107,0-1
8680,2386,2207,1-0
8681,2294,2513,0-1
8682,2391,2271,1-0
8683,1991,2463,0-1
8684,2132,2290,0-1
8685,2209,2271,1/2-1/2
8686,2520,2437,1/2-1/2
8687,2387,2602,0-1
8688,2262,2559,0-1
8689,2310,2502,0-1
8690,2370,2544,1-0
8691,2097,1533,1-0
8692,2555,2412,1-0
8693,2139,1986,1/2-1/2
8694,2327,2580,0-1
8695,2406,2564,0-1
8696,2277,2010,1/2-1/2
8697,1915,1575,0-1
8698,2404,2382,1/2-1/2
8699,2405,2549,0-1
8700,2507,2571,1/2-1/2
8701,2389,2380,1-0
8702,1736,1492,1-0
8703,1987,2005,1/2-1/2
8704,2027,2324,1-0
8705,2193,2077,1-0
8706,2210,2327,1/2-1/2
8707,1840,2101,1-0
8708,2497,2592,1/2-1/2
8709,1954,2592,0-1
8710,2381,2286,1/2-1/2
8711,2048,2188,1/2-1/2
8712,2467,2606,0-1
8713,2336,2303,0-1
8714,2086,2427,1/2-1/2
8715,1993,2177,0-1
8716,2609,2660,1/2-1/2
8717,2198,2455,0-1
8718,2539,2653,1/2-1/2
8719,2535,2696,1/2-1/2
8720,2536,2616,1/2-1/2
8721,2132,1830,1-0
8722,1708,1903,0-1
8723,2230,1732,0-1
8724,2101,2023,1/2-1/2
8725,2166,2516,0-1
8726,1970,2109,1-0
8727,1904,2074,1/2-1/2
8728,2362,2578,0-1
8729,2607,2720,1/2-1/2
8730,2178,2122,1-0
8731,2316,2101,1-0
8732,2488,2379,1-0
8733,1909,2089,0-1
8734,2534,2605,1-0
8735,2070,2237,1-0
8736,2370,2655,1-0
8737,2403,2192,1/2-1/2
8738,1738,2127,1/2-1/2
8739,1988,2133,1-0
8740,2425,2252,0-1
8741,2457,2325,1/2-1/2
8742,2488,2306,1/2-1/2
8743,2482,2466,1-0
8744,2637,2554,1-0
8745,1945,2008,1/2-1/2
8746,2369,2593,1/2-1/2
8747,2040,2068,1/2-1/2
8748,2211,2285,1/2-1/2
8749,2131,2488,0-1
8750,2168,1881,1-0
8751,2528,2336,1/2-1/2
8752,2428,2313,1/2-1/2
8753,2636,2479,1-0
8754,2043,2187,1-0
8755,2297,2437,0-1
8756,2102,1984,0-1
8757,2244,2257,0-1
8758,2330,2211,1-0
8759,2580,2621,1/2-1/2
8760,2422,2210,0-1
8761,2497,2484,1/2-1/2
8762,2309,2486,0-1
8763,2381,1817,1-0
8764,2397,2384,1/2-1/2
8765,2306,2380,0-1
8766,1650,1683,1-0
8767,2038,2288,0-1
8768,1933,2157,0-1
8769,2035,1759,1-0
8770,2491,2659,1/2-1/2
8771,2417,2172,1-0
8772,2201,2367,1/2-1/2
8773,2364,1889,1-0
8774,2383,1939,1/2-1/2
8775,2068,2333,0-1
8776,2165,2081,1-0
8777,2338,1904,1/2-1/2
8778,2191,1940,1-0
8779,2179,2560,1/2-1/2
8780,2713,2695,1/2-1/2
8781,1935,2021,1-0
8782,2467,2619,0-1
8783,2108,1923,1/2-1/2
8784,2061,2534,0-1
8785,1996,2187,1/2-1/2
8786,1984,1886,1/2-1/2
8787,2273,2434,0-1
8788,1857,2048,1/2-1/2
8789,1142,1447,0-1
8790,1782,1487,1-0
8791,2349,2226,0-1
8792,2494,2446,1-0
8793,2285,2193,0-1
8794,1838,2422,0-1
8795,2438,2259,1-0
8796,2318,1931,1-0
8797,2053,2268,0-1
8798,2309,2086,1/2-1/2
8799,1685,1751,1-0
8800,2121,2291,1/2-1/2
8801,2107,1956,1-0
8802,2286,2000,1-0
8803,2547,2501,1/2-1/2
8804,2746,2702,1/2-1/2
8805,2183,2150,1-0
8806,2025,1839,1-0
8807,2550,2507,1-0
8808,2530,2353,1/2-1/2
8809,2204,2081,1/2-1/2
8810,2308,2460,0-1
8811,2236,1959,0-1
8812,2639,2706,1/2-1/2
8813,2437,2488,1/2-1/2
8814,2013,2253,0-1
8815,2448,2563,1/2-1/2
8816,2076,1713,1-0
8817,2626,2647,1-0
8818,2390,2180,1-0
8819,2503,2333,1/2-1/2
8820,2449,2180,1-0
8821,2809,2801,1-0
8822,2157,2118,1-0
8823,2401,2337,1-0
8824,2106,1907,1-0
8825,2514,2389,1/2-1/2
8826,1605,2436,0-1
8827,1926,2091,0-1
8828,2453,2324,1/2-1/2
8829,2450,2501,1/2-1/2
8830,1875,1774,1-0
8831,2606,2651,0-1
8832,2338,2041,1-0
8833,1871,2002,1/2-1/2
8834,1936,2092,1/2-1/2
8835,2017,2172,1-0
8836,2418,2600,0-1
8837,2396,2318,0-1
8838,2212,2373,1/2-1/2
8839,2097,2226,1-0
8840,2024,2192,1/2-1/2
8841,2236,2216,1/2-1/2
8842,2392,2080,1-0
8843,2016,1903,1-0
8844,2742,2637,1-0
8845,2333,2183,1-0
8846,1862,2000,1-0
8847,2082,2438,0-1
8848,2459,2514,1/2-1/2
8849,2654,2634,1/2-1/2
8850,2009,1961,0-1
8851,2442,2366,1/2-1/2
8852,2594,2632,1/2-1/2
8853,2044,1813,1-0
8854,2215,2449,1/2-1/2
8855,2101,2196,0-1
8856,2052,2306,0-1
8857,2428,2563,0-1
8858,1724,2013,0-1
8859,2120,1838,0-1
8860,2262,2130,1/2-1/2
8861,2335,2237,1/2-1/2
8862,2123,1964,1-0
8863,2186,2005,1-0
8864,2545,2193,1-0
8865,2053,2270,0-1
8866,1730,1980,0-1
8867,2138,2211,1-0
8868,2473,2373,0-1
8869,2577,2596,1/2-1/2
8870,2320,2357,0-1
8871,1932,2223,0-1
8872,2490,2448,1/2-1/2
8873,2419,2111,1-0
8874,2423,2065,1-0
8875,2015,2350,0-1
8876,2199,2457,0-1
8877,1846,1996,1/2-1/2
8878,2180,2527,1/2-1/2
8879,2242,2325,0-1
8880,2234,2354,1-0
8881,2363,2274,1-0
8882,2495,2201,1-0
8883,1828,2130,0-1
8884,1887,2170,0-1
8885,2290,1977,1-0
8886,2358,2450,1-0
8887,2435,2235,1/2-1/2
8888,2581,2361,1-0
8889,2693,2691,1/2-1/2
8890,2459,2485,1/2-1/2
8891,2315,2475,1/2-1/2
8892,2141,2224,1/2-1/2
8893,2499,2323,1/2-1/2
8894,2528,2323,1-0
8895,1479,2115,0-1
8896,1609,1641,1-0
8897,1617,1706,0-1
8898,2493,2058,1-0
8899,2549,2645,1/2-1/2
8900,2418,2481,1/2-1/2
8901,2541,2481,1-0
8902,2517,2551,0-1
8903,2492,2526,1/2-1/2
8904,2864,2616,1/2-1/2
8905,2732,2738,0-1
8906,2123,2523,0-1
8907,2565,2409,1/2-1/2
8908,2454,2605,1/2-1/2
8909,2236,2310,1-0
8910,1748,2003,0-1
8911,2326,2265,1-0
8912,2225,2328,1-0
8913,2109,2278,0-1
8914,2454,2693,1/2-1/2
8915,2529,2508,1/2-1/2
8916,2439,2183,1-0
8917,2127,2405,0-1
8918,2423,2038,1-0
8919,1608,1730,1/2-1/2
8920,2324,2476,1/2-1/2
8921,2318,1958,1-0
8922,1792,1889,1-0
8923,2237,2442,0-1
8924,2216,2455,0-1
8925,1576,1819,0-1
8926,1648,2006,0-1
8927,1603,1827,0-1
8928,1977,2268,1/2-1/2
8929,2319,2268,1/2-1/2
8930,1984,2529,0-1
8931,2274,2348,0-1
8932,1882,1865,1/2-1/2
8933,2258,2073,1-0
8934,2706,2702,1/2-1/2
8935,2377,2516,1-0
8936,2286,2069,1-0
8937,2226,1854,1-0
8938,2304,2569,1/2-1/2
8939,2076,2288,1-0
8940,2595,2678,1/2-1/2
8941,2396,2322,1-0
8942,1507,1894,1-0
8943,2612,2454,1/2-1/2
8944,2348,2166,1-0
8945,2598,2417,0-1
8946,1752,1770,1/2-1/2
8947,2271,2292,0-1
8948,2187,2192,1/2-1/2
8949,2240,2217,1-0
8950,2421,2470,1/2-1/2
8951,2528,2104,1-0
8952,1547,1407,1-0
8953,2107,1930,0-1
8954,2076,1750,1-0
8955,2355,2554,0-1
8956,2368,2523,1/2-1/2
8957,2167,2401,1/2-1/2
8958,1872,2078,1/2-1/2
8959,2713,2803,1/2-1/2
8960,2405,2233,1/2-1/2
8961,1903,2141,1/2-1/2
8962,1883,1699,1-0
8963,2288,2039,1-0
8964,1942,1746,1/2-1/2
8965,2123,1683,1-0
8966,2526,2413,1-0
8967,1936,1805,1/2-1/2
8968,1950,2126,0-1
8969,2213,2341,0-1
8970,2327,2512,1/2-1/2
8971,2576,2563,1/2-1/2
8972,2073,2261,1/2-1/2
8973,2359,2157,1-0
8974,2501,2594,1-0
8975,2310,2145,0-1
8976,1230,1384,0-1
8977,2100,2498,0-1
8978,1793,1885,1-0
8979,2661,2556,1/2-1/2
8980,2343,2482,1-0
8981,2171,2441,0-1
8982,1925,2201,1/2-1/2
8983,2407,2325,1-0
8984,2113,2381,0-1
8985,2105,1771,1-0
8986,2448,2466,1-0
8987,2297,2298,1-0
8988,2703,2646,1/2-1/2
8989,2496,2478,0-1
8990,2667,2426,1-0
8991,2147,2051,0-1
8992,2407,2473,1-0
8993,2213,2462,1/2-1/2
8994,2100,2302,1/2-1/2
8995,2405,2693,1/2-1/2
8996,2260,2396,0-1
8997,2406,2235,1-0
8998,2482,1968,1-0
8999,2376,2553,1/2-1/2
9000,2531,2285,1-0
9001,1553,1535,1-0
9002,2000,2108,1/2-1/2
9003,2182,2050,1-0
9004,2136,2485,0-1
9005,2294,2014,1-0
9006,1750,1370,0-1
9007,1816,2218,0-1
9008,2403,2539,1-0
9009,2591,2363,0-1
9010,2370,2557,0-1
9011,2325,2619,1/2-1/2
9012,2165,1909,1-0
9013,1789,1983,0-1
9014,2441,2367,1/2-1/2
9015,2555,2591,0-1
9016,2559,2367,1/2-1/2
9017,2393,2605,0-1
9018,2042,1885,0-1
9019,2210,1883,1-0
9020,2276,1951,1-0
9021,2489,2434,1/2-1/2
9022,2119,2132,1/2-1/2
9023,1819,1627,0-1
9024,2170,2316,1-0
9025,2082,1909,0-1
9026,2175,2487,1/2-1/2
9027,2592,2447,1-0
9028,2572,2621,1/2-1/2
9029,2069,1982,1/2-1/2
9030,2113,1773,1/2-1/2
9031,2076,2278,0-1
9032,2569,1878,1-0
9033,2560,2540,1/2-1/2
9034,2005,1961,1-0
9035,2498,2345,1/2-1/2
9036,2616,2506,1/2-1/2
9037,2330,2223,1/2-1/2
9038,2339,2526,1/2-1/2
9039,1864,1883,0-1
9040,1760,2052,0-1
9041,2477,2359,1-0
9042,2107,2459,0-1
9043,2383,2158,1/2-1/2
9044,1991,1940,1/2-1/2
9045,2434,2569,1/2-1/2
9046,2160,2477,0-1
9047,1916,2402,0-1
9048,1969,2071,0-1
9049,1514,2039,0-1
9050,2406,2471,1/2-1/2
9051,2385,2013,1-0
9052,2047,1895,1-0
9053,2555,2613,1/2-1/2
9054,2381,2125,1/2-1/2
9055,2252,2549,1/2-1/2
9056,2071,2463,1/2-1/2
9057,2489,2508,0-1
9058,2062,1907,0-1
9059,2271,2059,1-0
9060,2074,2150,1-0
9061,2214,2174,1-0
9062,2341,1913,1-0
9063,2152,2002,1/2-1/2
9064,2482,2459,1/2-1/2
9065,2150,1778,1-0
9066,2176,2468,1/2-1/2
9067,2659,2602,1/2-1/2
9068,2301,2096,1/2-1/2
9069,2518,2473,1-0
9070,2481,2442,1/2-1/2
9071,2454,2212,1-0
9072,1815,1517,1-0
9073,1929,2077,1/2-1/2
9074,2428,2418,1-0
9075,2050,1808,1/2-1/2
9076,2244,2288,0-1
9077,1788,1691,1-0
9078,2450,2493,0-1
9079,2212,1929,1-0
9080,2423,2547,1/2-1/2
9081,2619,2484,1/2-1/2
9082,1889,2017,1/2-1/2
9083,2130,1992,1/2-1/2
9084,2039,2273,0-1
9085,1945,1880,1-0
9086,1827,1927,0-1
9087,2615,2554,1-0
9088,2350,2261,1-0
9089,2418,2580,1-0
9090,2070,1793,1-0
9091,1893,1995,1/2-1/2
9092,2167,2050,0-1
9093,1867,2073,0-1
9094,1776,1959,0-1
9095,2141,1878,0-1
9096,2363,2609,1/2-1/2
9097,2230,2243,1/2-1/2
9098,2052,2385,0-1
9099,2397,2591,0-1
9100,2153,1930,1-0
9101,2461,2397,1/2-1/2
9102,2525,2527,0-1
9103,1986,2459,0-1
9104,2079,1821,1/2-1/2
9105,2213,2068,0-1
9106,2754,2703,1/2-1/2
9107,1599,1853,0-1
9108,2116,2168,0-1
9109,2635,2546,1/2-1/2
9110,2570,2457,1-0
9111,2276,2274,1/2-1/2
9112,2320,2336,1/2-1/2
9113,2586,2512,1/2-1/2
9114,2212,2387,0-1
9115,2249,1981,0-1
9116,2089,1936,1/2-1/2
9117,2180,2499,0-1
9118,2490,2556,0-1
9119,1722,1430,1/2-1/2
9120,2619,2622,1/2-1/2
9121,2557,2252,1-0
9122,2318,2123,1-0
9123,1816,2102,0-1
9124,2322,2126,1-0
9125,2329,2089,1-0
9126,2241,1543,1-0
9127,2153,2030,0-1
9128,2158,2064,1-0
9129,2582,2118,1-0
9130,2067,1983,1/2-1/2
9131,2431,2510,1/2-1/2
9132,2415,2638,0-1
9133,2562,2319,1-0
9134,2408,2318,1/2-1/2
9135,2416,2114,1-0
9136,2298,2589,1/2-1/2
9137,2132,1895,1-0
9138,1965,2126,0-1
9139,2023,2440,1-0
9140,2224,2016,1-0
9141,2240,2083,1-0
9142,2524,2643,0-1
9143,2577,2539,1/2-1/2
9144,2011,2294,0-1
9145,2319,2548,0-1
9146,2276,2540,1/2-1/2
9147,2165,2255,1-0
9148,2592,2370,1-0
9149,2687,2574,1-0
9150,1989,2271,0-1
9151,1901,2201,0-1
9152,2132,2310,1/2-1/2
9153,2256,2123,1/2-1/2
9154,2367,2665,0-1
9155,1689,1585,1/2-1/2
9156,2050,1417,1-0
9157,2167,1954,1-0
9158,2494,2449,0-1
9159,2380,2193,1-0
9160,2320,2045,1-0
9161,2086,2565,0-1
9162,2606,2290,1-0
9163,1720,1378,1-0
9164,1690,1713,1-0
9165,2226,2131,1-0
9166,2091,1837,1-0
9167,2492,2436,1/2-1/2
9168,2002,2358,1/2-1/2
9169,2178,2112,1/2-1/2
9170,1646,1765,1/2-1/2
9171,2148,2029,1/2-1/2
9172,2505,2511,1/2-1/2
9173,2068,1932,1-0
9174,2319,2236,1-0
9175,2369,2293,0-1
9176,2400,2646,0-1
9177,2486,2344,1-0
9178,2479,2686,0-1
9179,1594,1848,1-0
9180,2258,2550,0-1
9181,2300,2315,1/2-1/2
9182,2482,2358,1-0
9183,2580,2312,0-1
9184,2286,2501,0-1
9185,2470,2357,1/2-1/2
9186,2568,2514,1-0
9187,2012,2324,1-0
9188,1673,1983,0-1
9189,2167,2573,0-1
9190,2356,2137,1-0
9191,2194,2439,1-0
9192,2102,1931,1-0
9193,2317,1950,1-0
9194,2164,2282,1/2-1/2
9195,2213,2029,0-1
9196,2342,2109,1/2-1/2
9197,2249,2030,1-0
9198,2393,2055,1-0
9199,2201,2362,1/2-1/2
9200,2296,2505,1/2-1/2
9201,2302,2155,1/2-1/2
9202,2535,2386,1-0
9203,2047,2263,1-0
9204,2102,2431,0-1
9205,2409,1896,1-0
9206,2546,2497,1-0
9207,1704,1863,1/2-1/2
9208,1747,2160,1/2-1/2
9209,1804,1801,1-0
9210,2277,2303,1-0
9211,1790,1672,0-1
9212,2565,2603,0-1
9213,2391,2312,1-0
9214,2230,2076,1/2-1/2
9215,2140,2283,0-1
9216,2699,2719,1-0
9217,1805,2412,0-1
9218,2407,2629,1-0
9219,2269,2552,0-1
9220,2041,1657,1-0
9221,2370,2173,1-0
9222,2015,2150,1/2-1/2
9223,2700,2600,0-1
9224,2068,2227,0-1
9225,2594,2287,1-0
9226,2287,2076,1-0
9227,2537,2251,1-0
9228,2434,2200,1-0
9229,2327,2347,0-1
9230,2511,2263,1/2-1/2
9231,1439,1641,0-1
9232,2233,1992,0-1
9233,2194,2036,1-0
9234,2259,2417,1-0
9235,2536,2364,1-0
9236,2151,2237,0-1
9237,2522,2422,1/2-1/2
9238,2173,2026,1-0
9239,1470,1634,0-1
9240,2627,2374,1-0
9241,1909,2048,0-1
9242,2365,1975,1-0
9243,2188,2399,1/2-1/2
9244,2244,2142,1-0
9245,1862,1631,1/2-1/2
9246,2105,1933,1-0
9247,2373,2500,1/2-1/2
9248,2567,2491,1-0
9249,1543,1660,1/2-1/2
9250,2327,2417,1/2-1/2
9251,2467,2476,0-1
9252,2325,2176,0-1
9253,2688,2693,1-0
9254,2484,2723,0-1
9255,2028,2163,0-1
9256,1920,2141,0-1
9257,2526,2049,1-0
9258,2172,2304,0-1
9259,1864,1367,1-0
9260,2081,2414,1/2-1/2
9261,2099,2258,1/2-1/2
9262,1996,2107,1-0
9263,2501,2235,1/2-1/2
9264,2284,2094,1-0
9265,1541,2210,0-1
9266,2011,1833,0-1
9267,2474,2702,0-1
9268,2394,2287,1-0
9269,2522,2643,1/2-1/2
9270,2086,2280,1/2-1/2
9271,1654,2045,1/2-1/2
9272,2239,2568,1/2-1/2
9273,1560,1561,0-1
9274,1940,1719,0-1
9275,2286,2278,1-0
9276,2159,2208,1/2-1/2
9277,1764,2016,1-0
9278,2432,2350,1/2-1/2
9279,2388,2481,1/2-1/2
9280,2266,2050,1/2-1/2
9281,2442,2182,1-0
9282,2801,2877,0-1
9283,2486,2304,1-0
9284,1954,2290,0-1
9285,2199,2014,1-0
9286,2426,2621,0-1
9287,2124,2051,1-0
9288,2029,2457,1/2-1/2
9289,2302,2020,1-0
9290,2398,2560,0-1
9291,2460,2076,1-0
9292,1572,1838,1/2-1/2
9293,2237,2293,0-1
9294,1687,2019,0-1
9295,2450,2497,1/2-1/2
9296,2174,2284,1-0
9297,1661,1897,0-1
9298,2092,1887,1-0
9299,2398,2159,1-0
9300,2321,2101,1/2-1/2
9301,2605,2354,1/2-1/2
9302,1947,1943,1-0
9303,2259,2363,0-1
9304,2451,2565,1/2-1/2
9305,2330,2511,0-1
9306,2610,2451,0-1
9307,1948,1715,1/2-1/2
9308,2167,1961,1/2-1/2
9309,2201,2048,1-0
9310,2215,2352,1-0
9311,2696,2490,1-0
9312,2028,1987,1-0
9313,2526,2339,1/2-1/2
9314,2328,2426,0-1
9315,2298,2530,0-1
9316,2129,2280,0-1
9317,1941,2039,1/2-1/2
9318,2263,2300,1/2-1/2
9319,2078,2374,0-1
9320,1788,1974,0-1
9321,2014,1861,1-0
9322,2401,2389,1-0
9323,2500,2454,1/2-1/2
9324,2648,2529,1/2-1/2
9325,2499,2310,1/2-1/2
9326,1910,2511,0-1
9327,2243,2290,1-0
9328,1876,1672,1-0
9329,2229,2374,1/2-1/2
9330,2454,2295,1-0
9331,2490,2603,1/2-1/2
9332,2289,2456,0-1
9333,2500,2331,1/2-1/2
9334,2530,2336,1-0
9335,1464,1835,0-1
9336,2283,1909,1-0
9337,2004,1504,1-0
9338,2129,2446,0-1
9339,2180,2364,0-1
9340,2372,2552,1/2-1/2
9341,2042,1809,1/2-1/2
9342,2335,2270,1/2-1/2
9343,2344,2334,1-0
9344,2591,2462,1-0
9345,2029,1633,1-0
9346,2029,2200,0-1
9347,2280,2079,1/2-1/2
9348,2362,2132,0-1
9349,2686,2725,1/2-1/2
9350,2534,2289,1-0
9351,2125,2149,1/2-1/2
9352,2064,2405,1-0
9353,2472,2482,1-0
9354,2372,2405,1/2-1/2
9355,2045,1842,1-0
9356,2333,2455,0-1
9357,2172,2007,1-0
9358,2400,2591,1/2-1/2
9359,2523,2326,0-1
9360,1893,1454,1-0
9361,2399,2133,0-1
9362,2197,2008,1-0
9363,2616,2593,1-0
9364,1293,1639,0-1
9365,2635,2480,1-0
9366,2390,2302,1/2-1/2
9367,2272,2266,1-0
9368,2757,2709,1-0
9369,2323,2459,1-0
9370,2260,2028,1-0
9371,2389,2247,0-1
9372,1818,1618,0-1
9373,2062,1874,1-0
9374,2470,2645,0-1
9375,2160,1849,1-0
9376,2336,2290,1/2-1/2
9377,2409,2479,0-1
9378,2527,2353,1-0
9379,2611,2522,1-0
9380,1680,1667,1-0
9381,1544,2057,0-1
9382,2270,2391,1-0
9383,2024,1814,1-0
9384,2392,2508,1/2-1/2
9385,2173,2203,1-0
9386,2476,2338,1-0
9387,2720,2801,1/2-1/2
9388,2416,2051,1-0
9389,2447,2161,1-0
9390,2293,2023,1/2-1/2
9391,1795,1974,0-1
9392,2259,1790,1-0
9393,2291,2235,1/2-1/2
9394,2543,2447,1-0
9395,2459,2468,0-1
9396,2220,2168,0-1
9397,2234,2465,1-0
9398,1764,2078,0-1
9399,1952,2539,0-1
9400,2401,2195,1-0
9401,2055,1726,1/2-1/2
9402,2413,2225,0-1
9403,2452,2555,1/2-1/2
9404,2252,2308,1-0
9405,2622,2540,1/2-1/2
9406,1597,1942,0-1
9407,2442,2449,1-0
9408,2285,2318,1/2-1/2
9409,2693,2779,1/2-1/2
9410,2113,1783,1-0
9411,2417,2174,1-0
9412,2531,2532,1/2-1/2
9413,2388,2362,1-0
9414,2637,2618,1-0
9415,2628,2299,1/2-1/2
9416,2283,1999,1-0
9417,2507,2141,1-0
9418,2646,2650,1-0
9419,2079,2056,1/2-1/2
9420,1927,2145,0-1
9421,2091,1935,1-0
9422,2406,2253,1-0
9423,2255,2437,0-1
9424,2455,2552,1/2-1/2
9425,2695,2548,1-0
9426,2118,2550,0-1
9427,2708,2687,1/2-1/2
9428,2010,2229,0-1
9429,2281,2276,0-1
9430,2451,2415,1/2-1/2
9431,2227,2400,0-1
9432,2120,1763,1-0
9433,2283,2336,1/2-1/2
9434,2208,2537,0-1
9435,2671,2647,1/2-1/2
9436,2091,2243,1-0
9437,2512,2290,1/2-1/2
9438,2131,2346,1/2-1/2
9439,1787,2004,0-1
9440,2569,2564,1/2-1/2
9441,2389,2639,1/2-1/2
9442,1916,1746,1/2-1/2
9443,1808,1620,1-0
9444,2132,2351,0-1
9445,2080,2178,1-0
9446,1847,2188,0-1
9447,2219,2258,1/2-1/2
9448,2375,2222,1-0
9449,2549,2341,1-0
9450,2427,2023,1/2-1/2
9451,2391,2359,1-0
9452,2349,2360,1/2-1/2
9453,2721,2721,1-0
9454,2515,2589,0-1
9455,2699,2714,1-0
9456,2109,2274,1/2-1/2
9457,2135,2359,0-1
9458,2272,2128,1-0
9459,2657,2622,1-0
9460,1971,2393,0-1
9461,2194,1763,1-0
9462,2369,2249,1-0
9463,2156,2211,1-0
9464,2405,2490,0-1
