Event,WhiteElo,BlackElo
29510,2185,2044
29511,2183,2360
29512,2011,2227
29513,2306,2047
29514,2406,2397
29515,2194,2362
29516,2220,2238
29517,2123,2384
29518,2404,2332
29519,2256,2132
29520,2423,2323
29521,2173,1925
29522,2127,2291
29523,2305,2170
29524,2255,2194
29525,2399,2107
29526,1954,2174
29527,2357,2270
29528,2431,2550
29529,2473,2302
29530,2327,2436
29531,2249,2347
29532,2387,2163
29533,2061,2179
29534,2164,2211
29535,2379,2348
29536,2318,2215
29537,2262,2350
29538,2232,2289
29539,2306,2442
29540,2060,2436
29541,2220,2067
29542,2219,1963
29543,2289,2332
29544,2394,2257
29545,2381,2358
29546,2032,2140
29547,2219,2304
29548,2341,2573
29549,2243,2081
29550,1992,1928
29551,2261,2276
29552,2378,2101
29553,2070,2071
29554,2078,2258
29555,2459,2509
29556,2187,2379
29557,2337,2359
29558,2208,2233
29559,2089,1914
29560,2428,2222
29561,2301,2365
29562,2313,2439
29563,2116,2043
29564,2327,2363
29565,2242,2159
29566,2434,2438
29567,1805,2234
29568,2293,2392
29569,2027,2285
29570,2200,2241
29571,2119,2263
29572,2384,2333
29573,2089,2072
29574,2242,2040
29575,1932,2292
29576,2224,2270
29577,2345,2124
29578,2251,2164
29579,2254,2375
29580,2168,2309
29581,2474,2501
29582,2238,2270
29583,2301,2412
29584,2194,2300
29585,2322,2056
29586,2301,2163
29587,2283,2475
29588,2256,2158
29589,2029,2334
29590,2334,2210
29591,2275,2154
29592,2140,2297
29593,2145,2057
29594,2247,2217
29595,2194,2297
29596,1985,2243
29597,2380,2359
29598,2353,2103
29599,2300,2051
29600,2143,1951
29601,2452,2278
29602,2259,2264
29603,2286,2235
29604,2211,2006
29605,2377,2379
29606,2231,2306
29607,2072,2263
29608,1965,2095
29609,2182,2420
29610,2081,2207
29611,2340,2292
29612,2391,2106
29613,2379,2039
29614,2114,2387
29615,2029,2301
29616,2240,2018
29617,2059,2299
29618,2242,2322
29619,2248,2328
29620,2094,2325
29621,2067,2404
29622,2441,2090
29623,2348,2460
29624,2308,2010
29625,2239,2265
29626,2141,2269
29627,2184,1924
29628,2086,2307
29629,2277,2068
29630,2237,2355
29631,2383,2228
29632,2157,2129
29633,2254,2378
29634,2133,2230
29635,2000,2250
29636,2304,2235
29637,1984,2187
29638,2341,2194
29639,2130,1917
29640,2115,1925
29641,2259,2137
29642,2128,2321
29643,2422,2153
29644,2103,2100
29645,2507,2222
29646,2351,2173
29647,2106,2107
29648,2376,2455
29649,2432,2206
29650,2411,2155
29651,2497,2575
29652,2452,2391
29653,2398,2328
29654,2180,2336
29655,2231,2096
29656,2315,2243
29657,2413,2383
29658,2355,2265
29659,2298,2306
29660,2117,2176
29661,2407,2274
29662,2169,2055
29663,2229,2388
29664,2204,2444
29665,2123,2311
29666,2174,2257
29667,2300,2320
29668,2393,2345
29669,2157,2389
29670,2273,2144
29671,1942,2237
29672,2388,2187
29673,2252,2322
29674,2242,2265
29675,2144,2209
29676,2464,2258
29677,2270,2217
29678,2367,2144
29679,2264,2433
29680,2438,2364
29681,1940,2359
29682,2269,2189
29683,2342,2413
29684,2352,2283
29685,2388,2411
29686,2099,1985
29687,2324,2244
29688,2321,2151
29689,2537,2376
29690,2013,2181
29691,2272,2161
29692,2250,2247
29693,2355,2130
29694,2325,2053
29695,2194,2138
29696,2414,2481
29697,2148,2198
29698,2424,2330
29699,2064,2300
29700,2175,2371
29701,2410,2355
29702,2190,1857
29703,2165,2308
29704,2399,2302
29705,2231,2263
29706,2301,2268
29707,2415,2325
29708,2366,2123
29709,1962,2206
29710,2317,2546
29711,2329,2470
29712,2194,2143
29713,2444,2190
29714,2115,2324
29715,2240,2435
29716,2203,2262
29717,2247,2312
29718,1999,2126
29719,2397,2295
29720,2138,2012
29721,1953,2256
29722,2226,1961
29723,2302,2080
29724,2229,2139
29725,2427,2252
29726,2108,2077
29727,2360,2386
29728,2286,2253
29729,2256,2255
29730,2186,2327
29731,2361,2103
29732,2299,2273
29733,2368,2198
29734,2538,2498
29735,2278,1986
29736,2193,2177
29737,2627,2552
29738,2119,2197
29739,2221,2312
29740,2236,2357
29741,2179,2281
29742,2341,2245
29743,2082,2179
29744,2256,2079
29745,2303,2291
29746,2127,2324
29747,2386,2384
29748,2253,2108
29749,2394,1984
29750,2213,2423
29751,2308,2265
29752,2232,1901
29753,2086,2341
29754,2295,2398
29755,2376,2039
29756,2345,2097
29757,2464,2159
29758,2269,2190
29759,2176,2101
29760,2283,2415
29761,2253,2165
29762,2252,2268
29763,2319,2231
29764,2163,2447
29765,2314,2108
29766,2123,2056
29767,2410,2308
29768,2210,2019
29769,2362,2334
29770,2311,2268
29771,2300,2128
29772,2218,2279
29773,2084,2040
29774,2309,2181
29775,2186,1952
29776,2378,2513
29777,2373,2203
29778,2159,2098
29779,2366,2338
29780,2289,2339
29781,2160,2071
29782,2366,2111
29783,2437,2403
29784,2321,2231
29785,2172,2324
29786,2154,2233
29787,2229,2374
29788,2319,2092
29789,2208,2267
29790,2412,2484
29791,2282,2284
29792,2161,2328
29793,1978,2188
29794,2011,1955
29795,2463,2306
29796,2216,2389
29797,2291,2452
29798,2434,2296
29799,2461,2351
29800,2159,1968
29801,2292,2285
29802,2422,2260
29803,2231,2239
29804,2192,2038
29805,2492,2418
29806,2211,2420
29807,2222,2310
29808,2363,2469
29809,2254,2426
29810,2117,2256
29811,2410,2303
29812,2306,2182
29813,2105,2385
29814,2342,2227
29815,2388,2243
29816,2292,2348
29817,2291,2375
29818,2019,2383
29819,2569,2408
29820,2265,2243
29821,2028,2184
29822,2349,2432
29823,2311,2347
29824,2033,2132
29825,2423,2397
29826,2197,2148
29827,2062,2187
29828,2121,2356
29829,2326,2437
29830,2054,2228
29831,2401,2293
29832,2392,2335
29833,2233,2240
29834,2302,2247
29835,2216,2172
29836,2374,2178
29837,2096,2115
29838,2321,2395
29839,2261,2252
29840,2406,2259
29841,2288,2287
29842,2028,2257
29843,2163,1947
29844,2245,2375
29845,2414,2063
29846,2383,2118
29847,2318,2127
29848,2197,2413
29849,2054,2155
29850,2519,2270
29851,2345,2345
29852,1868,2200
29853,2303,2341
29854,2235,2323
29855,2177,2170
29856,2218,2324
29857,2028,2249
29858,2115,2295
29859,2399,2272
29860,2206,2194
29861,1949,1873
29862,2077,2381
29863,2212,2380
29864,2196,2298
29865,2273,2034
29866,2270,2289
29867,2534,2472
29868,2103,2412
29869,1994,1976
29870,2296,2061
29871,2062,1761
29872,2402,2269
29873,2162,2377
29874,2118,2242
29875,2377,2334
29876,2313,2225
29877,2263,2387
29878,2324,2315
29879,1986,2366
29880,2293,2248
29881,2208,1914
29882,2378,2494
29883,2273,2180
29884,2385,2408
29885,2283,2164
29886,2301,2372
29887,2373,2203
29888,2172,2020
29889,2020,2246
29890,2247,2399
29891,2245,2348
29892,2381,2213
29893,2236,2460
29894,2054,2373
29895,2172,2360
29896,2392,2275
29897,2168,2299
29898,2101,1801
29899,2306,2398
29900,2276,2359
29901,2288,2114
29902,2207,2437
29903,2316,2026
29904,2253,2321
29905,2223,2088
29906,2269,2434
29907,2334,2275
29908,2303,2392
29909,2154,2118
29910,2337,2403
29911,2117,2121
29912,2326,2099
29913,1717,1861
29914,2153,2091
29915,2382,2216
29916,2126,2089
29917,2399,2213
29918,2319,2392
29919,2332,2188
29920,2259,2398
29921,2270,2363
29922,2490,2375
29923,2193,2272
29924,2229,2181
29925,2171,2193
29926,2531,2251
29927,2132,2175
29928,2180,2107
29929,2285,2132
29930,2196,2259
29931,2419,2235
29932,2230,2320
29933,2146,2062
29934,2255,2134
29935,2170,2399
29936,1995,2232
29937,2027,2201
29938,2319,2017
29939,2356,2060
29940,2272,2230
29941,2191,1990
29942,2336,2494
29943,2284,2183
29944,2005,2243
29945,2075,2258
29946,2451,2227
29947,2378,2304
29948,2270,1995
29949,2353,2399
29950,2111,1707
29951,2317,2193
29952,2230,2349
29953,2512,2494
29954,2116,2382
29955,2352,2432
29956,2416,2409
29957,2308,2182
29958,2234,1998
29959,2152,2315
29960,2220,2283
29961,2169,2243
29962,2413,2399
29963,2102,2415
29964,2253,2152
29965,2152,2240
29966,2175,2163
29967,2127,2461
29968,2252,2348
29969,2204,2434
29970,2377,2131
29971,1707,2133
29972,2190,2178
29973,2233,2384
29974,2199,2093
29975,2020,2279
29976,2342,2251
29977,2322,2211
29978,2470,2416
29979,2267,2190
29980,2372,2302
29981,2341,2272
29982,2337,2016
29983,2301,2038
29984,2069,2228
29985,2166,2151
29986,2078,2079
29987,2213,2329
29988,2186,2325
29989,2142,2266
29990,2276,2121
29991,2282,2341
29992,2013,2199
29993,2113,2363
29994,2352,2157
29995,2376,2175
29996,2210,2063
29997,2293,2283
29998,2450,2244
29999,2295,2337
30000,2148,1972
30001,2332,2098
30002,2283,1954
30003,2363,2433
30004,2233,2069
30005,2383,2300
30006,2381,2156
30007,2281,2392
30008,2062,2257
30009,2499,2230
30010,1926,1807
30011,2347,2289
30012,1903,1931
30013,2159,2055
30014,2233,2156
30015,2179,2347
30016,2271,2000
30017,2058,2173
30018,2045,1813
30019,2461,2263
30020,2029,1996
30021,2375,2187
30022,2038,2296
30023,2452,2218
30024,2213,2286
30025,2057,1967
30026,2176,2169
30027,2349,2344
30028,2120,2101
30029,2237,2129
30030,2468,2330
30031,2341,2318
30032,2361,2159
30033,2405,2368
30034,2367,2427
30035,2236,2300
30036,2410,2354
30037,2203,1985
30038,2282,2249
30039,2079,2178
30040,2002,2192
30041,2422,2271
30042,2348,2379
30043,2316,2166
30044,2383,2371
30045,2377,2266
30046,2157,2161
30047,2446,2327
30048,2391,2289
30049,2216,2368
30050,1961,2343
30051,2149,2279
30052,2060,2239
30053,2238,2083
30054,2365,2297
30055,2238,2401
30056,2269,2124
30057,2019,2176
30058,2143,2135
30059,1849,2026
30060,2379,2248
30061,2254,1843
30062,2146,2239
30063,2374,2315
30064,2230,2345
30065,2363,2278
30066,2422,2285
30067,2374,2318
30068,2102,2161
30069,2248,2043
30070,2358,2307
30071,2420,2266
30072,2148,2350
30073,2370,2189
30074,2325,2089
30075,2330,2119
30076,1847,2175
30077,2222,1970
30078,2353,2271
30079,2445,2284
30080,2166,2184
30081,2239,2270
30082,2047,2105
30083,2084,2241
30084,2023,1958
30085,2405,2428
30086,2351,2410
30087,2344,2236
30088,2396,2258
30089,2232,2186
30090,2234,2325
30091,2061,2397
30092,2244,2425
30093,2483,2198
30094,2195,2302
30095,2201,2181
30096,2333,2090
30097,2030,2364
30098,2366,2183
30099,2080,1863
30100,2197,1808
30101,2049,2108
30102,2315,2192
30103,2363,2388
30104,2117,1834
30105,2359,2418
30106,2219,2489
30107,2384,2248
30108,2178,2051
30109,2307,2331
30110,2067,2184
30111,2101,2004
30112,2347,2424
30113,2258,2204
30114,2331,2250
30115,2282,2213
30116,2221,2042
30117,2294,1927
30118,2308,1877
30119,2068,2103
30120,2064,2324
30121,1993,2240
30122,2131,1962
30123,2075,2314
30124,2102,2305
30125,2410,2204
30126,2158,2190
30127,2356,2084
30128,2310,2217
30129,1945,2040
30130,2041,2202
30131,2222,2101
30132,2066,2166
30133,1874,2046
30134,2210,2473
30135,2138,2374
30136,2382,2150
30137,2073,1923
30138,1970,2356
30139,2247,2183
30140,2277,2166
30141,2274,2207
30142,2299,2335
30143,2421,2509
30144,2078,2117
30145,2434,2314
30146,2352,2449
30147,2274,2195
30148,2244,2205
30149,2128,2156
30150,2361,2271
30151,2390,2451
30152,2379,2243
30153,2232,2156
30154,2180,2174
30155,2263,2452
30156,2261,2331
30157,2271,2058
30158,2286,1986
30159,2320,2315
30160,2331,2157
30161,2060,2272
30162,2481,2443
30163,2185,2112
30164,2334,2276
30165,1987,2276
30166,2281,2263
30167,2063,2399
30168,2389,2094
30169,2265,2447
30170,2193,2103
30171,2315,2089
30172,2304,2436
30173,2343,2405
30174,2366,2175
30175,2224,2442
30176,2377,2299
30177,2349,2275
30178,2222,2210
30179,2401,2428
30180,2460,2298
30181,2132,2170
30182,2317,2208
30183,2251,2442
30184,2421,2269
30185,2360,2192
30186,2407,2400
30187,2166,2228
30188,2126,2192
30189,2401,2417
30190,2153,1957
30191,2261,2169
30192,2412,2326
30193,2136,2165
30194,2120,2236
30195,2264,2338
30196,2364,2473
30197,2294,2488
30198,2406,2206
30199,2384,2296
30200,2363,2300
30201,2283,2427
30202,2328,2199
30203,2455,2371
30204,2243,2197
30205,2174,2323
30206,2184,2178
30207,2102,2030
30208,2394,2143
30209,1945,2089
30210,2099,2499
30211,2303,2188
30212,2509,2544
30213,2392,2354
30214,2220,2173
30215,2152,2258
30216,1918,2075
30217,2264,2261
30218,2034,2238
30219,2414,2477
30220,2137,2265
30221,2127,2206
30222,2042,2336
30223,2097,2215
30224,2354,2245
30225,2231,2063
30226,2291,2295
30227,1902,2027
30228,2394,2274
30229,2392,2238
30230,2418,2573
30231,2254,2288
30232,1971,2125
30233,2360,2289
30234,2365,2377
30235,2265,2012
30236,2339,2257
30237,2409,2245
30238,2356,2323
30239,2488,2466
30240,2397,2295
30241,2263,2367
30242,2288,1999
30243,2396,2288
30244,2183,2143
30245,2250,2317
30246,2359,2413
30247,2300,2352
30248,2459,2293
30249,2126,2108
30250,2228,2158
30251,2177,2303
30252,2349,2416
30253,2137,2078
30254,2223,2317
30255,2377,2425
30256,2234,2288
30257,2353,2344
30258,2217,2315
30259,2181,2287
30260,2217,2163
30261,2081,1992
30262,2523,2340
30263,2485,2471
30264,2184,2476
30265,2115,2333
30266,2161,2069
30267,2409,2428
30268,2363,2353
30269,2349,2329
30270,2279,2154
30271,2274,1995
30272,2423,2078
30273,2213,2254
30274,2127,2261
30275,2332,2425
30276,2382,2262
30277,2242,2358
30278,2176,2342
30279,2341,2433
30280,2470,2257
30281,2054,2026
30282,2363,2300
30283,2114,2236
30284,2209,1766
30285,1995,2239
30286,2303,2131
30287,2170,1999
30288,2329,2317
30289,2073,2333
30290,2264,2441
30291,2290,2166
30292,2286,2298
30293,2126,2325
30294,2473,2384
30295,2280,2304
30296,2068,2329
30297,1872,1952
30298,2055,2106
30299,2308,2354
30300,2105,2087
30301,2257,2346
30302,2274,2252
30303,2328,2145
30304,2462,2318
30305,2295,2378
30306,2222,2044
30307,2033,2285
30308,2215,2201
30309,2450,2393
30310,2095,2136
30311,2222,2399
30312,2075,2268
30313,2005,2124
30314,2305,2317
30315,2394,2349
30316,1944,2307
30317,2203,2248
30318,2009,2156
30319,1957,2257
30320,2572,2488
30321,2140,2232
30322,2196,2369
30323,2137,2254
30324,2310,2281
30325,2098,2133
30326,2321,2085
30327,2474,2348
30328,2163,2360
30329,2259,2344
30330,2189,2219
30331,1959,2290
30332,1980,2255
30333,2148,2098
30334,2169,2321
30335,2081,2094
30336,2281,2040
30337,2321,2118
30338,2355,2430
30339,2315,2027
30340,2165,2321
30341,2550,2344
30342,2346,2295
30343,2320,2386
30344,2345,2230
30345,2436,2241
30346,2119,2159
30347,2109,2252
30348,2397,2224
30349,2117,2085
30350,2225,2196
30351,2206,2150
30352,2201,2199
30353,2149,2061
30354,2243,2373
30355,2206,2132
30356,2323,2444
30357,2196,2425
30358,2344,2378
30359,2193,2259
30360,2155,2054
30361,2062,2317
30362,2225,2183
30363,2180,2109
30364,2287,2372
30365,2533,2308
30366,2305,2322
30367,2370,2105
30368,2260,2403
30369,2387,2399
30370,2113,2320
30371,1680,2138
30372,2121,2244
30373,1890,2252
30374,2308,2309
30375,2268,2008
30376,2238,2233
30377,2097,2121
30378,2112,1953
30379,2185,2433
30380,2324,2243
30381,2183,2013
30382,2152,2277
30383,2135,2321
30384,2129,2021
30385,2096,2034
30386,2327,2161
30387,2119,2362
30388,2223,2124
30389,2194,1991
30390,2229,2357
30391,2372,2506
30392,2227,2121
30393,2427,2400
30394,2155,2195
30395,2024,2255
30396,2419,2343
30397,2194,2400
30398,2352,2286
30399,2439,2377
30400,2315,2410
30401,2218,2448
30402,2088,2403
30403,2029,2402
30404,2391,2271
30405,2341,2392
30406,2423,2195
30407,2397,2181
30408,2065,2249
30409,2490,2279
30410,2084,2001
30411,2246,2115
30412,2189,2344
30413,2392,2165
30414,2198,2080
30415,2102,2097
30416,2275,2485
30417,2119,2267
30418,2420,2525
30419,2111,2491
30420,2178,2277
30421,2112,1974
30422,2101,2075
30423,2344,2439
30424,2472,2201
30425,2280,2125
30426,2376,2132
30427,2400,2319
30428,2066,2363
30429,2210,2363
30430,2337,2416
30431,2387,2288
30432,1929,1978
30433,2321,2296
30434,2308,2329
30435,2266,2180
30436,2401,2372
30437,2441,2454
30438,2301,2227
30439,2113,2152
30440,2423,2255
30441,2367,2447
30442,2376,2092
30443,2332,2282
30444,2286,2337
30445,1821,2045
30446,2402,2149
30447,2456,2375
30448,2274,2157
30449,2239,2334
30450,2197,1951
30451,2095,2336
30452,2480,2312
30453,2168,2256
30454,2224,2406
30455,2425,2393
30456,2031,2236
30457,2460,2357
30458,2385,2308
30459,2283,2255
30460,2012,2401
30461,2189,2382
30462,2412,2514
30463,2193,2237
30464,2239,2317
30465,2425,2396
30466,2261,2423
30467,2212,2423
30468,2302,2143
30469,2377,2228
30470,2282,2234
30471,2286,2231
30472,2443,2285
30473,2298,2372
30474,2308,2177
30475,2211,2337
30476,2047,2233
30477,2489,2338
30478,2056,2062
30479,2197,1883
30480,2508,2549
30481,2112,2255
30482,2306,2338
30483,2299,2210
30484,2418,2347
30485,2368,2458
30486,2271,2260
30487,2291,1999
30488,2441,2401
30489,2369,2310
30490,2426,2352
30491,2045,2240
30492,2321,2464
30493,2400,2326
30494,2090,2386
30495,2388,2137
30496,2347,2279
30497,2335,2161
30498,2326,2313
30499,2441,2170
30500,2382,2128
30501,2203,2366
30502,2257,2432
30503,2144,1999
30504,2296,2291
30505,2088,1883
30506,2533,2377
30507,2341,2292
30508,2314,2467
30509,2234,2002
30510,2199,2317
30511,2327,2099
30512,2261,2308
30513,2518,2372
30514,2182,2251
30515,2343,2350
30516,2474,2279
30517,2087,2201
30518,2370,2484
30519,2235,2142
30520,2167,2111
30521,2187,2016
30522,2183,2300
30523,2068,2027
30524,2231,2339
30525,2185,2346
30526,2266,2315
30527,1962,2218
30528,2295,2224
30529,2011,2041
30530,2268,2360
30531,2067,2178
30532,2086,2271
30533,2308,2076
30534,2427,2544
30535,2170,2310
30536,2288,1923
30537,2368,2342
30538,2296,2024
30539,2338,1962
30540,2285,2226
30541,2209,2071
30542,2449,2248
30543,2323,2356
30544,1973,1934
30545,2429,2263
30546,2339,2215
30547,2468,2405
30548,2327,2229
30549,2414,2304
30550,2316,2262
30551,2272,2069
30552,2399,2177
30553,2345,2328
30554,2129,2457
30555,2052,2170
30556,2226,2271
30557,2005,2239
30558,2196,2114
30559,2247,2251
30560,2314,2362
30561,2190,2246
30562,2140,2248
30563,2294,2402
30564,2294,2222
30565,2265,2295
30566,1988,2331
30567,2149,2084
30568,2427,2446
30569,2081,2219
30570,2374,2173
30571,2155,2295
30572,2482,2530
30573,1852,2008
30574,2245,2177
30575,2317,2332
30576,2424,2416
30577,2267,1856
30578,2062,2082
30579,2108,2337
30580,2205,2304
30581,1968,2297
30582,2150,2147
30583,2202,2365
30584,2452,2245
30585,2215,2360
30586,2359,2302
30587,2306,2280
30588,1972,2165
30589,2363,2070
30590,2243,1888
30591,2366,2256
30592,2400,2230
30593,2230,2410
30594,2325,2207
30595,2213,2370
30596,2261,2244
30597,2333,2429
30598,2167,2041
30599,2138,2089
30600,2359,2020
30601,2120,2343
30602,2421,2469
30603,2264,2304
30604,2014,2292
30605,2104,2293
30606,2264,2131
30607,2313,2355
30608,2221,2140
30609,2240,1931
30610,2351,2185
30611,2029,2253
30612,2327,2379
30613,2350,2127
30614,2190,2144
30615,1996,2134
30616,2341,2100
30617,2352,2049
30618,1905,2185
30619,2116,2265
30620,2310,2399
30621,2278,2471
30622,2444,2295
30623,2304,2339
30624,2286,2424
30625,2375,2229
30626,2385,2265
30627,2226,2325
30628,2215,2438
30629,2330,2135
30630,2029,2380
30631,2041,2324
30632,2040,2132
30633,2241,2342
30634,2332,2306
30635,1995,2195
30636,2171,2310
30637,2295,2405
30638,2194,2207
30639,2074,2163
30640,2306,2367
30641,2351,2300
30642,1946,1970
30643,2300,2332
30644,2416,2114
30645,2387,2441
30646,2334,2335
30647,2070,2110
30648,2238,2074
30649,2320,2332
30650,2276,2216
30651,2263,2116
30652,2210,2457
30653,2144,2311
30654,2451,2240
30655,2018,2098
30656,2171,2205
30657,2391,2026
30658,2505,2341
30659,2302,2268
30660,2263,2322
30661,2222,2308
30662,2521,2494
30663,2158,2257
30664,2303,2203
30665,2229,2275
30666,2374,2219
30667,2241,2251
30668,2234,2331
30669,2156,1892
30670,2415,2097
30671,2009,2310
30672,2180,2154
30673,2163,2045
30674,2117,2039
30675,2134,1961
30676,2164,2073
30677,2358,2408
30678,2182,2197
30679,2273,2376
30680,2377,2104
30681,2285,2127
30682,2092,2423
30683,2307,2213
30684,1937,2220
30685,1957,2186
30686,2235,2137
30687,2361,2172
30688,1894,2030
30689,2169,2436
30690,2212,2503
30691,2365,2160
30692,2298,2347
30693,2225,2356
30694,2336,2112
30695,2073,2267
30696,2217,2046
30697,2334,2404
30698,2310,2329
30699,1980,2196
30700,2359,2309
30701,2061,1718
30702,2310,2417
30703,1958,2344
30704,2299,1928
30705,2257,2242
30706,1888,2137
30707,1994,2328
30708,2260,2191
30709,2231,2428
30710,2293,2231
30711,2140,2514
30712,2335,2411
30713,2049,2159
30714,2388,2335
30715,1761,2247
30716,2145,1971
30717,2258,2032
30718,2121,2062
30719,2520,2468
30720,2319,2370
30721,2163,2077
30722,2393,2023
30723,2466,2141
30724,2522,2161
30725,2143,2191
30726,2229,2282
30727,2258,2369
30728,2157,2234
30729,2199,2326
30730,2093,1903
30731,2271,2151
30732,2239,2348
30733,2274,1985
30734,2276,2388
30735,2411,2182
30736,2331,2272
30737,2276,2141
30738,2347,2216
30739,2261,2123
30740,2259,2321
30741,2125,2382
30742,2216,2236
30743,2381,2075
30744,2272,2207
30745,2092,2228
30746,2078,1808
30747,2354,2427
30748,2251,2456
30749,2101,2088
30750,2413,2459
30751,2262,2330
30752,2190,2186
30753,2110,2305
30754,2260,2254
30755,2341,2302
30756,1963,2082
30757,2236,2279
30758,2396,2338
30759,2300,1998
30760,2338,2508
30761,2354,2315
30762,2294,2272
30763,2187,2332
30764,2269,2223
30765,2246,2045
30766,2327,2302
30767,2089,2109
30768,2249,1960
30769,2110,2112
